top_k,alpha_xgb,rank_power,equal_mix,max_weight,mean,median,min,max,sum,negative_windows,avg_n,utility
30,0.25,1.4,0.1,0.04,0.015019060555881932,0.009287163693739105,0.0019261211395531358,0.04365859599643451,0.13517154500293738,0,82.0,0.0159821211256585
35,0.25,0.9,0.0,0.045,0.014124775087753613,0.009287163693739105,0.0036985016029759815,0.03527214870321339,0.12712297578978252,0,86.44444444444444,0.015974025889241603
40,0.0,1.6,0.1,0.04,0.013858391816002838,0.009287163693739105,0.00422109704233653,0.03637358102386974,0.12472552634402553,0,90.88888888888889,0.015968940337171104
35,0.25,1.1,0.2,0.05,0.013974373976484386,0.009287163693739105,0.003984878709428333,0.03287046960288405,0.12576936578835948,0,86.44444444444444,0.01596681333119855
35,0.1,1.1,0.05,0.05,0.014289405361131095,0.009287163693739105,0.003344009359414979,0.03300663268715742,0.12860464825017986,0,86.44444444444444,0.015961410040838585
30,0.25,1.6,0.05,0.04,0.015020629961096786,0.009287163693739105,0.0018788773318004492,0.04362661207015821,0.13518566964987108,0,82.0,0.01596006862699701
30,0.25,1.6,0.1,0.04,0.015001999758507837,0.009287163693739105,0.0019085575821452538,0.04355123554089428,0.13501799782657053,0,82.0,0.015956278549580462
35,0.25,1.6,0.05,0.04,0.014271242387307762,0.009287163693739105,0.0033654514809045993,0.0386028585182524,0.12844118148576986,0,86.44444444444444,0.015953968127760062
40,0.1,1.4,0.05,0.04,0.013816754960576818,0.009287163693739105,0.00426639561516079,0.03654483866188868,0.12435079464519136,0,90.88888888888889,0.015949952768157215
35,0.25,1.6,0.0,0.04,0.014384343019436998,0.009287163693739105,0.0031178461912377275,0.039293965407021375,0.12945908717493299,0,86.44444444444444,0.015943266115055862
35,0.25,0.9,0.05,0.05,0.014000454144505022,0.009287163693739105,0.0038821875973998193,0.03307711109728827,0.1260040873005452,0,86.44444444444444,0.01594154794320493
35,0.25,1.6,0.1,0.04,0.014173703033633848,0.009287163693739105,0.0035337925589664226,0.03796345442806917,0.12756332730270464,0,86.44444444444444,0.01594059931311706
30,0.4,0.9,0.05,0.04,0.014883899282198866,0.009287163693739105,0.002099217226885497,0.044392832142327504,0.1339550935397898,0,82.0,0.015933507895641616
35,0.1,1.4,0.2,0.045,0.014202167186431889,0.009287163693739105,0.0034512484599931725,0.033979808454451046,0.127819504677887,0,86.44444444444444,0.015927791416428475
35,0.1,1.4,0.1,0.045,0.014384134746275942,0.009287163693739105,0.0030851085447220344,0.03518232159227057,0.12945721271648347,0,86.44444444444444,0.01592668901863696
35,0.0,0.9,0.2,0.05,0.013915515125638624,0.009287163693739105,0.004012082095240933,0.0352952660806433,0.12523963613074762,0,86.44444444444444,0.01592155617325909
