set,mode,top_k,power,max_weight,equal_mix,mean,min,max,neg,vals
hybrid_plus_signal,presence,35,2.0,0.1,0.1,0.02164530467597667,0.005071362978279495,0.045227446679163494,0,"0.00874,0.02403,0.02342,0.00507,0.02583,0.01837,0.01024,0.03387,0.04523"
all,rank,30,0.8,0.06,0.2,0.021644824059651954,0.001970332176281911,0.046964926480441344,0,"0.01716,0.01320,0.02398,0.00197,0.02870,0.01250,0.01981,0.03052,0.04696"
all,rank,30,0.8,0.08,0.2,0.021644824059651954,0.001970332176281911,0.046964926480441344,0,"0.01716,0.01320,0.02398,0.00197,0.02870,0.01250,0.01981,0.03052,0.04696"
all,rank,30,0.8,0.1,0.2,0.021644824059651954,0.001970332176281911,0.046964926480441344,0,"0.01716,0.01320,0.02398,0.00197,0.02870,0.01250,0.01981,0.03052,0.04696"
core_diverse,rank,30,0.5,0.04,0.1,0.021644267244910722,0.0037198073634042914,0.03624791594864231,0,"0.02315,0.02544,0.02256,0.00372,0.02306,0.01052,0.02378,0.02632,0.03625"
core_diverse,weight,35,1.3,0.04,0.0,0.021644233128074394,0.008925108321771014,0.03898899997043356,0,"0.02111,0.02184,0.02283,0.01802,0.01883,0.00893,0.01709,0.02716,0.03899"
hybrid_plus_signal,weight,30,0.8,0.04,0.2,0.021643044076416637,0.00847978488551001,0.04869744008519848,0,"0.00895,0.02624,0.02426,0.00848,0.02184,0.01111,0.01553,0.02968,0.04870"
hybrid_plus_signal,weight,80,2.0,0.1,0.1,0.02164267253800303,0.004780357584794601,0.037928148583021265,0,"0.01482,0.02250,0.02960,0.00871,0.03027,0.00478,0.02006,0.03793,0.02612"
all,rank,35,2.0,0.1,0.2,0.02164160662663637,0.003923576040528461,0.03759160250394647,0,"0.01670,0.01473,0.02579,0.00392,0.03352,0.00742,0.01885,0.03759,0.03625"
hybrid_plus_signal,presence,30,0.8,0.04,0.1,0.021638679619051453,0.006265851609572146,0.054234653859113524,0,"0.00759,0.02119,0.02149,0.00627,0.02177,0.01365,0.01244,0.03612,0.05423"
core_diverse,weight,50,1.0,0.05,0.0,0.021638563516859728,0.010899389327323483,0.032491455385078166,0,"0.02060,0.02398,0.02276,0.01849,0.02221,0.01090,0.01438,0.02894,0.03249"
core_diverse,presence,35,1.0,0.04,0.0,0.021638280647205195,0.005244947202529757,0.04997356958288089,0,"0.01733,0.02120,0.01836,0.00524,0.02262,0.01971,0.01374,0.02656,0.04997"
core_diverse,presence,35,1.3,0.06,0.2,0.02163433425870895,0.005049014616978473,0.049746706338824984,0,"0.01833,0.02117,0.01825,0.00505,0.02280,0.01937,0.01333,0.02666,0.04975"
core_diverse,presence,35,1.3,0.08,0.2,0.02163433425870895,0.005049014616978473,0.049746706338824984,0,"0.01833,0.02117,0.01825,0.00505,0.02280,0.01937,0.01333,0.02666,0.04975"
core_diverse,presence,35,1.3,0.1,0.2,0.02163433425870895,0.005049014616978473,0.049746706338824984,0,"0.01833,0.02117,0.01825,0.00505,0.02280,0.01937,0.01333,0.02666,0.04975"
no_bad,rank,30,0.8,0.06,0.1,0.021632394905250547,0.0038653198338793604,0.045198049270698815,0,"0.01446,0.01348,0.02535,0.00387,0.03235,0.00791,0.01760,0.03446,0.04520"
no_bad,rank,30,0.8,0.08,0.1,0.021632394905250547,0.0038653198338793604,0.045198049270698815,0,"0.01446,0.01348,0.02535,0.00387,0.03235,0.00791,0.01760,0.03446,0.04520"
no_bad,rank,30,0.8,0.1,0.1,0.021632394905250547,0.0038653198338793604,0.045198049270698815,0,"0.01446,0.01348,0.02535,0.00387,0.03235,0.00791,0.01760,0.03446,0.04520"
core_diverse,rank,80,2.0,0.05,0.0,0.021631821365099856,0.005965041100444227,0.03417250900817326,0,"0.01847,0.01787,0.03213,0.00597,0.02711,0.00720,0.01982,0.03196,0.03417"
all,rank,40,2.0,0.1,0.1,0.021631369207301732,0.0036156913347802216,0.03811362165793604,0,"0.01819,0.01277,0.02631,0.00362,0.03467,0.00725,0.01890,0.03811,0.03486"
no_bad,rank,40,1.3,0.06,0.0,0.021629406498480733,0.004363221227091013,0.03810163688912941,0,"0.01528,0.01390,0.02582,0.00436,0.03168,0.00838,0.01992,0.03810,0.03723"
core_diverse,weight,40,1.0,0.05,0.0,0.021626789897189892,0.010701919295171614,0.03712061010439241,0,"0.01860,0.02363,0.02208,0.01542,0.02030,0.01070,0.01530,0.03149,0.03712"
hybrid_plus_signal,weight,40,1.3,0.08,0.1,0.02162367782557488,0.007801021181452594,0.03345900329323623,0,"0.01051,0.02634,0.02649,0.01121,0.03017,0.00780,0.01827,0.03346,0.03036"
hybrid_plus_signal,weight,40,1.3,0.1,0.1,0.02162367782557488,0.007801021181452594,0.03345900329323623,0,"0.01051,0.02634,0.02649,0.01121,0.03017,0.00780,0.01827,0.03346,0.03036"
no_bad,rank,35,1.6,0.06,0.2,0.021622911059190807,0.003704970058550701,0.03848274783488605,0,"0.01475,0.01644,0.02483,0.00370,0.02996,0.00910,0.01929,0.03848,0.03804"
core_diverse,weight,30,0.5,0.04,0.0,0.0216223598405804,0.011188723006575405,0.03986720210908219,0,"0.01629,0.01980,0.02054,0.02256,0.02207,0.01119,0.01755,0.02474,0.03987"
no_bad,rank,50,1.3,0.05,0.0,0.02162038073985056,0.005139285093072744,0.03713072032902076,0,"0.01522,0.01598,0.02467,0.00514,0.03112,0.00952,0.01895,0.03685,0.03713"
hybrid_plus_signal,weight,35,1.3,0.06,0.2,0.02161934981719315,0.008545100828158729,0.03536829206507866,0,"0.00855,0.02613,0.02629,0.01208,0.02750,0.01067,0.01637,0.03537,0.03161"
core_diverse,weight,50,1.3,0.05,0.2,0.021616690447686368,0.010636818389636149,0.031675464206284115,0,"0.02033,0.02402,0.02309,0.01831,0.02308,0.01064,0.01441,0.02900,0.03168"
hybrid_plus_signal,presence,30,0.8,0.05,0.2,0.021615649750491923,0.006347104585672184,0.05478324952725733,0,"0.00798,0.02119,0.02122,0.00635,0.02112,0.01380,0.01228,0.03582,0.05478"
hybrid_plus_signal,presence,30,0.8,0.06,0.2,0.021615649750491923,0.006347104585672184,0.05478324952725733,0,"0.00798,0.02119,0.02122,0.00635,0.02112,0.01380,0.01228,0.03582,0.05478"
hybrid_plus_signal,presence,30,0.8,0.08,0.2,0.021615649750491923,0.006347104585672184,0.05478324952725733,0,"0.00798,0.02119,0.02122,0.00635,0.02112,0.01380,0.01228,0.03582,0.05478"
hybrid_plus_signal,presence,30,0.8,0.1,0.2,0.021615649750491923,0.006347104585672184,0.05478324952725733,0,"0.00798,0.02119,0.02122,0.00635,0.02112,0.01380,0.01228,0.03582,0.05478"
core_diverse,weight,30,0.5,0.06,0.1,0.02161332338254679,0.010725128648129606,0.039204574298883146,0,"0.01685,0.01977,0.02053,0.02239,0.02262,0.01073,0.01708,0.02534,0.03920"
core_diverse,weight,30,0.5,0.08,0.1,0.02161332338254679,0.010725128648129606,0.039204574298883146,0,"0.01685,0.01977,0.02053,0.02239,0.02262,0.01073,0.01708,0.02534,0.03920"
core_diverse,weight,30,0.5,0.1,0.1,0.02161332338254679,0.010725128648129606,0.039204574298883146,0,"0.01685,0.01977,0.02053,0.02239,0.02262,0.01073,0.01708,0.02534,0.03920"
hybrid_plus_signal,presence,40,1.6,0.06,0.0,0.021613249880976983,0.00531658439551333,0.04552542354402854,0,"0.01076,0.02458,0.02249,0.00532,0.02462,0.01728,0.01194,0.03200,0.04553"
hybrid_plus_signal,presence,40,1.6,0.08,0.0,0.021613249880976983,0.00531658439551333,0.04552542354402854,0,"0.01076,0.02458,0.02249,0.00532,0.02462,0.01728,0.01194,0.03200,0.04553"
hybrid_plus_signal,presence,40,1.6,0.1,0.0,0.021613249880976983,0.00531658439551333,0.04552542354402854,0,"0.01076,0.02458,0.02249,0.00532,0.02462,0.01728,0.01194,0.03200,0.04553"
all,rank,60,2.0,0.08,0.0,0.021612865661605824,0.003735840885042273,0.039770171460990815,0,"0.01724,0.01158,0.02783,0.00374,0.03585,0.00655,0.01778,0.03977,0.03417"
core_diverse,presence,50,2.0,0.08,0.0,0.021612295784128443,0.003990175685276168,0.04154082875402745,0,"0.01986,0.02251,0.01930,0.00399,0.02745,0.02027,0.01049,0.02911,0.04154"
core_diverse,presence,50,2.0,0.1,0.0,0.021612295784128443,0.003990175685276168,0.04154082875402745,0,"0.01986,0.02251,0.01930,0.00399,0.02745,0.02027,0.01049,0.02911,0.04154"
no_bad,presence,30,2.0,0.04,0.1,0.021610639391122947,-0.0020975973816668506,0.04721697293073111,1,"0.01426,-0.00210,0.02338,0.00424,0.02913,0.02133,0.01417,0.04286,0.04722"
all,rank,40,2.0,0.05,0.0,0.021609327200049266,0.0033737794459864218,0.038141530323509476,0,"0.01630,0.01177,0.02655,0.00337,0.03168,0.01160,0.01921,0.03586,0.03814"
core_diverse,presence,35,1.3,0.04,0.2,0.02160864912756137,0.005253680994872452,0.04980970393669526,0,"0.01730,0.02117,0.01837,0.00525,0.02280,0.01964,0.01369,0.02644,0.04981"
no_bad,rank,50,1.6,0.05,0.1,0.02160835841793847,0.005047324988832452,0.038340750264376625,0,"0.01534,0.01612,0.02367,0.00505,0.03146,0.00960,0.01896,0.03834,0.03594"
core_diverse,weight,30,0.5,0.05,0.1,0.02160644951806691,0.010725128648129606,0.039204574298883146,0,"0.01679,0.01977,0.02053,0.02239,0.02262,0.01073,0.01708,0.02534,0.03920"
hybrid_plus_signal,presence,35,2.0,0.06,0.1,0.021606151321100435,0.005071362978279495,0.045227446679163494,0,"0.00839,0.02403,0.02342,0.00507,0.02583,0.01837,0.01024,0.03387,0.04523"
all,rank,30,0.8,0.05,0.2,0.021603478899234044,0.001970332176281911,0.046964926480441344,0,"0.01681,0.01320,0.02398,0.00197,0.02869,0.01250,0.01981,0.03052,0.04696"
no_bad,rank,100,2.0,0.04,0.0,0.021602441994484658,0.004855916138900747,0.041520206112681146,0,"0.01424,0.01700,0.02468,0.00486,0.03063,0.01172,0.01900,0.03077,0.04152"
core_diverse,presence,35,1.3,0.05,0.2,0.021595827149500188,0.005049014616978473,0.049746706338824984,0,"0.01799,0.02117,0.01825,0.00505,0.02280,0.01937,0.01333,0.02666,0.04975"
no_bad,rank,50,2.0,0.06,0.2,0.021591583251215615,0.005296952333022617,0.041428236483061494,0,"0.01544,0.01632,0.02285,0.00530,0.03168,0.00825,0.01901,0.04143,0.03406"
no_bad,rank,30,2.0,0.04,0.1,0.021590886585226517,0.003810849083146689,0.045265028305695856,0,"0.01452,0.01371,0.02495,0.00381,0.03231,0.01077,0.01826,0.03071,0.04527"
no_bad,rank,30,0.8,0.05,0.1,0.021590787696847413,0.0038653198338793604,0.045198049270698815,0,"0.01448,0.01348,0.02500,0.00387,0.03230,0.00800,0.01752,0.03446,0.04520"
all,rank,35,2.0,0.06,0.1,0.0215903759162031,0.0038023145656216895,0.036917537320902444,0,"0.01608,0.01448,0.02479,0.00380,0.03329,0.00974,0.01982,0.03692,0.03541"
tree_family,rank,30,2.0,0.08,0.1,0.02158888400586598,0.0020898597664681176,0.04102815143503451,0,"0.01632,0.00571,0.02848,0.00209,0.03816,0.00663,0.01867,0.04103,0.03721"
core_diverse,presence,40,1.6,0.05,0.0,0.021588797715941875,0.0043987501459259865,0.044687451708599585,0,"0.01753,0.02252,0.01974,0.00440,0.02544,0.01994,0.01049,0.02956,0.04469"
core_diverse,rank,35,1.3,0.05,0.2,0.021587476734465153,0.0035131311806291393,0.03711822544211374,0,"0.02292,0.02302,0.02424,0.00351,0.02677,0.00708,0.01968,0.02995,0.03712"
core_diverse,rank,35,1.6,0.04,0.2,0.02158732575019602,0.004269698851536871,0.03759600178566712,0,"0.02335,0.02337,0.02348,0.00427,0.02455,0.00970,0.01943,0.02853,0.03760"
hybrid_plus_signal,presence,40,1.6,0.05,0.0,0.021587199798962287,0.00531658439551333,0.04552542354402854,0,"0.01053,0.02458,0.02249,0.00532,0.02462,0.01728,0.01194,0.03200,0.04553"
all,rank,100,2.0,0.1,0.0,0.021585078370963615,0.003898929740528717,0.03972870247653933,0,"0.01841,0.01157,0.02775,0.00390,0.03550,0.00593,0.01744,0.03973,0.03403"
hybrid_plus_signal,presence,40,2.0,0.04,0.1,0.02158350493223544,0.005697173206554357,0.04589332415816913,0,"0.00971,0.02458,0.02288,0.00570,0.02389,0.01683,0.01201,0.03277,0.04589"
core_diverse,rank,35,1.3,0.04,0.1,0.02158060848074503,0.00422254166175641,0.03764240483484278,0,"0.02335,0.02325,0.02361,0.00422,0.02468,0.00961,0.01958,0.02829,0.03764"
hybrid_plus_signal,weight,60,2.0,0.05,0.1,0.021580273646421493,0.006551524259321706,0.03640703716746863,0,"0.01291,0.02267,0.02877,0.01106,0.02663,0.00655,0.01810,0.03641,0.03114"
core_diverse,weight,60,1.6,0.08,0.1,0.021578292909503274,0.005255471363702677,0.03169132659641616,0,"0.02202,0.02285,0.02469,0.01693,0.02535,0.00526,0.01696,0.03169,0.02845"
hybrid_plus_signal,weight,100,2.0,0.1,0.1,0.021575340302678072,0.004498482843421053,0.03779609652011927,0,"0.01510,0.02287,0.03005,0.00809,0.03062,0.00450,0.01992,0.03780,0.02523"
hybrid_plus_signal,presence,30,0.8,0.04,0.2,0.021573565919096416,0.006347104585672184,0.05478324952725733,0,"0.00760,0.02119,0.02122,0.00635,0.02112,0.01380,0.01228,0.03582,0.05478"
no_bad,rank,60,1.6,0.08,0.1,0.02156622023776787,0.006254381520182366,0.039299161768937795,0,"0.01511,0.01544,0.02584,0.00625,0.03099,0.00728,0.01837,0.03930,0.03550"
no_bad,rank,60,1.6,0.1,0.1,0.02156622023776787,0.006254381520182366,0.039299161768937795,0,"0.01511,0.01544,0.02584,0.00625,0.03099,0.00728,0.01837,0.03930,0.03550"
hybrid_plus_signal,weight,40,1.6,0.04,0.0,0.021564256833677728,0.010089700044941835,0.03657058398068641,0,"0.01009,0.02633,0.02463,0.01268,0.02574,0.01153,0.01565,0.03084,0.03657"
core_diverse,weight,40,1.0,0.04,0.0,0.021563201627862016,0.011974441125180799,0.03923363826608785,0,"0.01867,0.02363,0.02094,0.01605,0.01776,0.01197,0.01574,0.03008,0.03923"
core_diverse,rank,40,1.6,0.06,0.2,0.021562847401572733,0.003141473887076446,0.03686345535188691,0,"0.02173,0.01905,0.02702,0.00314,0.02920,0.00997,0.01828,0.02881,0.03686"
hybrid_plus_signal,weight,35,2.0,0.04,0.1,0.021558651291894774,0.008831299989599271,0.036732790852340796,0,"0.00883,0.02612,0.02487,0.01329,0.02425,0.01350,0.01439,0.03203,0.03673"
no_bad,rank,40,1.3,0.05,0.0,0.021557986340964206,0.004356203504272932,0.03750808002989617,0,"0.01528,0.01390,0.02533,0.00436,0.03127,0.00988,0.02001,0.03649,0.03751"
hybrid_plus_signal,weight,35,1.3,0.04,0.0,0.021556849840962497,0.008598209685293366,0.03723409741695986,0,"0.00860,0.02613,0.02461,0.01350,0.02381,0.01335,0.01434,0.03245,0.03723"
no_bad,rank,80,2.0,0.04,0.0,0.02155452335319951,0.004906139872686656,0.041520206112681146,0,"0.01420,0.01655,0.02468,0.00491,0.03063,0.01172,0.01901,0.03077,0.04152"
hybrid_plus_signal,weight,35,1.3,0.05,0.2,0.021554137985181396,0.00797190439422791,0.03497628354639977,0,"0.00797,0.02613,0.02629,0.01237,0.02658,0.01085,0.01636,0.03498,0.03246"
core_diverse,weight,35,2.0,0.04,0.2,0.021553321494997064,0.008929632478500774,0.0386848610857935,0,"0.02088,0.02153,0.02263,0.01804,0.01834,0.00893,0.01754,0.02741,0.03868"
hybrid_plus_signal,weight,30,0.5,0.05,0.0,0.0215478385680593,0.008055430405226598,0.04800959349597771,0,"0.00916,0.02624,0.02415,0.00806,0.02257,0.01067,0.01599,0.02909,0.04801"
hybrid_plus_signal,weight,30,0.5,0.06,0.0,0.0215478385680593,0.008055430405226598,0.04800959349597771,0,"0.00916,0.02624,0.02415,0.00806,0.02257,0.01067,0.01599,0.02909,0.04801"
hybrid_plus_signal,weight,30,0.5,0.08,0.0,0.0215478385680593,0.008055430405226598,0.04800959349597771,0,"0.00916,0.02624,0.02415,0.00806,0.02257,0.01067,0.01599,0.02909,0.04801"
hybrid_plus_signal,weight,30,0.5,0.1,0.0,0.0215478385680593,0.008055430405226598,0.04800959349597771,0,"0.00916,0.02624,0.02415,0.00806,0.02257,0.01067,0.01599,0.02909,0.04801"
all,rank,35,1.6,0.1,0.1,0.02154260694053287,0.003920456926101545,0.03725107114824944,0,"0.01623,0.01421,0.02591,0.00392,0.03282,0.00847,0.01888,0.03619,0.03725"
core_diverse,presence,50,2.0,0.04,0.0,0.02154222424633483,0.00508233653982279,0.04302395392476696,0,"0.01770,0.02251,0.01938,0.00508,0.02494,0.02181,0.01220,0.02724,0.04302"
hybrid_plus_signal,weight,80,2.0,0.08,0.1,0.021540182395872323,0.004780357584794601,0.037928148583021265,0,"0.01390,0.02250,0.02960,0.00871,0.03027,0.00478,0.02006,0.03793,0.02612"
no_bad,rank,50,2.0,0.04,0.0,0.02153776583056408,0.004653687808816975,0.041697740326538626,0,"0.01401,0.01597,0.02468,0.00465,0.03103,0.01177,0.01919,0.03084,0.04170"
hybrid_plus_signal,presence,35,2.0,0.05,0.1,0.021535705151993472,0.005071362978279495,0.045227446679163494,0,"0.00776,0.02403,0.02342,0.00507,0.02583,0.01837,0.01024,0.03387,0.04523"
hybrid_plus_signal,weight,40,1.6,0.06,0.2,0.021533874385724856,0.007098045232737965,0.034262587314072425,0,"0.00974,0.02634,0.02654,0.01059,0.03113,0.00710,0.01899,0.03426,0.02912"
hybrid_plus_signal,weight,40,1.3,0.06,0.1,0.02153307651863824,0.007801021181452594,0.03345900329323623,0,"0.00969,0.02634,0.02649,0.01121,0.03017,0.00780,0.01827,0.03346,0.03036"
no_bad,presence,30,2.0,0.04,0.0,0.02153107653918352,-0.0020975973816668506,0.047499650375205746,1,"0.01411,-0.00210,0.02282,0.00418,0.02924,0.02061,0.01399,0.04343,0.04750"
all,rank,35,2.0,0.08,0.2,0.0215307570929332,0.003923576040528461,0.03759160250394647,0,"0.01579,0.01473,0.02579,0.00392,0.03343,0.00742,0.01885,0.03759,0.03625"
core_diverse,weight,40,1.3,0.05,0.2,0.021529878396066675,0.0106871379741027,0.036932334708649595,0,"0.01829,0.02368,0.02184,0.01509,0.02031,0.01069,0.01515,0.03179,0.03693"
no_bad,rank,100,2.0,0.05,0.1,0.021529824809404345,0.004561814824114274,0.03946589048019722,0,"0.01635,0.01701,0.02382,0.00456,0.03069,0.01037,0.01841,0.03947,0.03309"
hybrid_plus_signal,rank,100,2.0,0.05,0.1,0.021529398401056426,0.005405771954751268,0.03558593129660139,0,"0.01296,0.02545,0.03237,0.00541,0.02548,0.00681,0.01869,0.03559,0.03101"
no_bad,rank,40,1.6,0.05,0.1,0.021528128557672326,0.004220792015585506,0.03727586953071462,0,"0.01524,0.01412,0.02476,0.00422,0.03146,0.01015,0.02014,0.03728,0.03637"
hybrid_plus_signal,rank,100,1.6,0.08,0.1,0.021527723705051478,0.0055278123597932854,0.034671498856800514,0,"0.01245,0.02542,0.03262,0.00580,0.02627,0.00553,0.01904,0.03467,0.03195"
no_bad,rank,60,1.3,0.08,0.0,0.021525052157123147,0.005874995767556408,0.03760781251158359,0,"0.01471,0.01528,0.02622,0.00587,0.03075,0.00801,0.01847,0.03761,0.03679"
no_bad,rank,60,1.3,0.1,0.0,0.021525052157123147,0.005874995767556408,0.03760781251158359,0,"0.01471,0.01528,0.02622,0.00587,0.03075,0.00801,0.01847,0.03761,0.03679"
hybrid_plus_signal,rank,40,1.6,0.05,0.2,0.021520208708220988,0.005535709525029825,0.03382133692415901,0,"0.01036,0.02546,0.02810,0.00554,0.02905,0.00774,0.02030,0.03333,0.03382"
core_diverse,rank,30,0.5,0.04,0.2,0.02152005621278917,0.003722734797657702,0.03621081728041084,0,"0.02309,0.02540,0.02212,0.00372,0.02279,0.01047,0.02374,0.02614,0.03621"
core_diverse,weight,60,2.0,0.08,0.2,0.021520006369284313,0.0033121528061926947,0.0329978062184233,0,"0.02215,0.02298,0.02524,0.01624,0.02724,0.00331,0.01737,0.03300,0.02614"
hybrid_plus_signal,rank,100,1.6,0.1,0.1,0.021519739693124342,0.0055278123597932854,0.034671498856800514,0,"0.01238,0.02542,0.03262,0.00580,0.02627,0.00553,0.01904,0.03467,0.03195"
tree_family,rank,35,2.0,0.08,0.0,0.02151461890627589,0.002666575901023649,0.0416295006661077,0,"0.01592,0.00671,0.02872,0.00267,0.03798,0.00592,0.01940,0.04163,0.03469"
no_bad,rank,30,1.3,0.04,0.0,0.021514606194990363,0.00385222645414187,0.045334109192773225,0,"0.01428,0.01348,0.02498,0.00385,0.03212,0.01055,0.01811,0.03092,0.04533"
core_diverse,rank,60,1.6,0.06,0.0,0.021513791220925133,0.006882031094444123,0.034389278201947024,0,"0.01933,0.01903,0.02865,0.00688,0.02859,0.00692,0.01820,0.03164,0.03439"
all,rank,35,1.6,0.08,0.1,0.021513671176698446,0.003920456926101545,0.03725107114824944,0,"0.01597,0.01421,0.02591,0.00392,0.03282,0.00847,0.01888,0.03619,0.03725"
core_diverse,weight,40,1.0,0.08,0.1,0.021513237579288337,0.011199953957670497,0.03738295953577603,0,"0.01977,0.02360,0.02087,0.01532,0.01898,0.01120,0.01453,0.03196,0.03738"
core_diverse,weight,40,1.0,0.1,0.1,0.021513237579288337,0.011199953957670497,0.03738295953577603,0,"0.01977,0.02360,0.02087,0.01532,0.01898,0.01120,0.01453,0.03196,0.03738"
hybrid_plus_signal,rank,50,1.6,0.05,0.1,0.02150966781328782,0.0059724213888041125,0.034071779989871,0,"0.01222,0.02476,0.03033,0.00597,0.02652,0.00674,0.01947,0.03407,0.03351"
core_diverse,weight,35,1.6,0.06,0.2,0.021509626007797513,0.005305330633067415,0.0343995809014091,0,"0.02020,0.02208,0.02421,0.01565,0.02436,0.00531,0.01626,0.03112,0.03440"
no_bad,rank,100,1.3,0.08,0.0,0.021508786785716733,0.005732602467381991,0.037173996280308916,0,"0.01449,0.01684,0.02611,0.00573,0.03004,0.00829,0.01820,0.03717,0.03670"
no_bad,rank,100,1.3,0.1,0.0,0.021508786785716733,0.005732602467381991,0.037173996280308916,0,"0.01449,0.01684,0.02611,0.00573,0.03004,0.00829,0.01820,0.03717,0.03670"
no_bad,rank,35,1.3,0.05,0.1,0.021503653542464824,0.003753217953261577,0.038815956869668,0,"0.01489,0.01631,0.02419,0.00375,0.02964,0.01047,0.01933,0.03613,0.03882"
core_diverse,weight,35,1.3,0.06,0.1,0.021501636135836527,0.005662439579900744,0.03477081402046012,0,"0.02048,0.02197,0.02391,0.01607,0.02362,0.00566,0.01612,0.03091,0.03477"
core_diverse,rank,50,2.0,0.04,0.0,0.021498608626928394,0.007283748405253962,0.036235465967772634,0,"0.01881,0.02143,0.02399,0.00728,0.02572,0.01371,0.01911,0.02720,0.03624"
core_diverse,presence,35,1.0,0.05,0.1,0.021497128784421185,0.00523780658729299,0.05042114279658441,0,"0.01782,0.02125,0.01793,0.00524,0.02175,0.01962,0.01339,0.02605,0.05042"
core_diverse,presence,35,1.0,0.06,0.1,0.021497128784421185,0.00523780658729299,0.05042114279658441,0,"0.01782,0.02125,0.01793,0.00524,0.02175,0.01962,0.01339,0.02605,0.05042"
core_diverse,presence,35,1.0,0.08,0.1,0.021497128784421185,0.00523780658729299,0.05042114279658441,0,"0.01782,0.02125,0.01793,0.00524,0.02175,0.01962,0.01339,0.02605,0.05042"
core_diverse,presence,35,1.0,0.1,0.1,0.021497128784421185,0.00523780658729299,0.05042114279658441,0,"0.01782,0.02125,0.01793,0.00524,0.02175,0.01962,0.01339,0.02605,0.05042"
core_diverse,weight,50,1.3,0.04,0.2,0.02149626840228165,0.011615126750079252,0.033390611134321485,0,"0.02037,0.02402,0.02201,0.01877,0.02124,0.01162,0.01474,0.02733,0.03339"
hybrid_plus_signal,weight,30,0.5,0.04,0.0,0.021495033283082707,0.008406935474706494,0.04943712689258911,0,"0.00860,0.02624,0.02388,0.00841,0.02169,0.01115,0.01546,0.02858,0.04944"
core_diverse,weight,50,1.0,0.06,0.1,0.021494631251490107,0.011658573854357743,0.0323952222296927,0,"0.02142,0.02395,0.02197,0.01875,0.02144,0.01166,0.01365,0.02822,0.03240"
core_diverse,weight,50,1.0,0.08,0.1,0.021494631251490107,0.011658573854357743,0.0323952222296927,0,"0.02142,0.02395,0.02197,0.01875,0.02144,0.01166,0.01365,0.02822,0.03240"
core_diverse,weight,50,1.0,0.1,0.1,0.021494631251490107,0.011658573854357743,0.0323952222296927,0,"0.02142,0.02395,0.02197,0.01875,0.02144,0.01166,0.01365,0.02822,0.03240"
hybrid_plus_signal,weight,100,2.0,0.08,0.1,0.021494530839927806,0.004498482843421053,0.03779609652011927,0,"0.01437,0.02287,0.03005,0.00809,0.03062,0.00450,0.01992,0.03780,0.02523"
hybrid_plus_signal,rank,60,2.0,0.06,0.2,0.021493620373392457,0.0056435140131128325,0.034814513944532374,0,"0.01299,0.02435,0.02977,0.00748,0.02656,0.00564,0.01965,0.03481,0.03218"
tree_family,rank,40,2.0,0.1,0.0,0.021493414642701318,0.0030791541142223405,0.041191480321742385,0,"0.01716,0.00644,0.02891,0.00308,0.03768,0.00565,0.01916,0.04119,0.03417"
hybrid_plus_signal,weight,35,1.6,0.04,0.1,0.021491557895546663,0.008575823562555353,0.036326811687346264,0,"0.00858,0.02612,0.02454,0.01353,0.02383,0.01353,0.01435,0.03263,0.03633"
hybrid_plus_signal,weight,35,1.0,0.08,0.1,0.021491359542243696,0.008374225485582844,0.03397209580061286,0,"0.00837,0.02613,0.02562,0.01292,0.02638,0.01164,0.01548,0.03397,0.03291"
hybrid_plus_signal,weight,35,1.0,0.1,0.1,0.021491359542243696,0.008374225485582844,0.03397209580061286,0,"0.00837,0.02613,0.02562,0.01292,0.02638,0.01164,0.01548,0.03397,0.03291"
core_diverse,weight,50,1.0,0.04,0.0,0.021491353065535544,0.01183863634972794,0.03406419740155742,0,"0.02031,0.02398,0.02186,0.01871,0.02094,0.01184,0.01455,0.02717,0.03406"
hybrid_plus_signal,weight,35,1.0,0.06,0.1,0.02149084519618448,0.008369596371049934,0.03397209580061286,0,"0.00837,0.02613,0.02562,0.01292,0.02638,0.01164,0.01548,0.03397,0.03291"
no_bad,rank,30,1.6,0.04,0.1,0.021488231333684597,0.003848351859846978,0.04535279856615608,0,"0.01410,0.01361,0.02514,0.00385,0.03204,0.01040,0.01800,0.03091,0.04535"
no_bad,rank,40,2.0,0.06,0.2,0.02148773508966824,0.004513533538702305,0.03951751068556809,0,"0.01560,0.01441,0.02403,0.00451,0.03154,0.00863,0.02075,0.03952,0.03440"
hybrid_plus_signal,presence,40,1.6,0.04,0.0,0.021486240063684357,0.005612207366148883,0.04621138191101355,0,"0.00976,0.02458,0.02249,0.00561,0.02354,0.01728,0.01190,0.03200,0.04621"
all,rank,35,1.6,0.05,0.0,0.02148473673591487,0.003626984105824231,0.03862311471279126,0,"0.01514,0.01359,0.02542,0.00363,0.03118,0.01159,0.01943,0.03476,0.03862"
core_diverse,weight,40,1.3,0.04,0.2,0.021484675462904126,0.012085113168106662,0.0391586055094606,0,"0.01838,0.02368,0.02050,0.01591,0.01752,0.01209,0.01564,0.03049,0.03916"
core_diverse,weight,30,0.5,0.04,0.1,0.021484090330965624,0.011231971353941633,0.039918709495240665,0,"0.01609,0.01977,0.02021,0.02262,0.02199,0.01123,0.01721,0.02431,0.03992"
all,rank,40,1.6,0.1,0.0,0.021483662089575965,0.003691131002237974,0.03635636852271156,0,"0.01747,0.01202,0.02654,0.00369,0.03366,0.00844,0.01889,0.03636,0.03629"
