top_k,alpha_xgb,rank_power,equal_mix,max_weight,mean,min,max,std,neg,utility,avg_max_weight,avg_n
30,0.65,0.0,0.25,0.06,0.01884246163452433,0.003602561296653005,0.04057050179755352,0.013869188113513451,0,0.01789695751380307,0.040765040195537595,30.0
30,0.65,0.0,0.25,0.08,0.01884246163452433,0.003602561296653005,0.04057050179755352,0.013869188113513451,0,0.01789695751380307,0.040765040195537595,30.0
30,0.65,0.0,0.25,0.1,0.01884246163452433,0.003602561296653005,0.04057050179755352,0.013869188113513451,0,0.01789695751380307,0.040765040195537595,30.0
30,0.5,0.8,0.25,0.04,0.019791794634002425,0.002561720499182907,0.04376378254597427,0.014778877866094945,0,0.017890279516906724,0.039999999999999994,30.0
30,0.75,0.0,0.4,0.06,0.019000598153344407,0.00349136039896554,0.04171909462157543,0.014219601458343377,0,0.017889650068034443,0.039620847998372476,30.0
30,0.75,0.0,0.4,0.08,0.019000598153344407,0.00349136039896554,0.04171909462157543,0.014219601458343377,0,0.017889650068034443,0.039620847998372476,30.0
30,0.75,0.0,0.4,0.1,0.019000598153344407,0.00349136039896554,0.04171909462157543,0.014219601458343377,0,0.017889650068034443,0.039620847998372476,30.0
30,0.65,0.0,0.15,0.06,0.018767345201663392,0.0036503677684899052,0.04008859866705172,0.01373384181905179,0,0.017889142184843377,0.04175593444383149,30.0
30,0.65,0.0,0.15,0.08,0.018767345201663392,0.0036503677684899052,0.04008859866705172,0.01373384181905179,0,0.017889142184843377,0.04175593444383149,30.0
30,0.65,0.0,0.15,0.1,0.018767345201663392,0.0036503677684899052,0.04008859866705172,0.01373384181905179,0,0.017889142184843377,0.04175593444383149,30.0
30,0.65,0.0,0.1,0.06,0.018729786985232928,0.0036742710044083485,0.03984764710180082,0.01366741953686198,0,0.017884921804103275,0.04225138156797844,30.0
30,0.65,0.0,0.1,0.08,0.018729786985232928,0.0036742710044083485,0.03984764710180082,0.01366741953686198,0,0.017884921804103275,0.04225138156797844,30.0
30,0.65,0.0,0.1,0.1,0.018729786985232928,0.0036742710044083485,0.03984764710180082,0.01366741953686198,0,0.017884921804103275,0.04225138156797844,30.0
30,0.65,0.5,0.0,0.04,0.01985619706310746,0.0025847345724644977,0.044909354469748766,0.015140748285855182,0,0.01788032419236881,0.04000000000000001,30.0
30,0.65,0.0,0.0,0.06,0.018654670552371987,0.003722077476245249,0.03936574397129895,0.013537138078535162,0,0.017875840266109867,0.043242275816272345,30.0
30,0.65,0.0,0.0,0.08,0.018654670552371987,0.003722077476245249,0.03936574397129895,0.013537138078535162,0,0.017875840266109867,0.043242275816272345,30.0
30,0.65,0.0,0.0,0.1,0.018654670552371987,0.003722077476245249,0.03936574397129895,0.013537138078535162,0,0.017875840266109867,0.043242275816272345,30.0
30,0.75,0.0,0.25,0.06,0.018899288971435172,0.003553197309237855,0.04110267445788998,0.014044028741083419,0,0.017875519902630817,0.04119272666463226,30.0
30,0.75,0.0,0.25,0.08,0.018899288971435172,0.003553197309237855,0.04110267445788998,0.014044028741083419,0,0.017875519902630817,0.04119272666463226,30.0
30,0.75,0.0,0.25,0.1,0.018899288971435172,0.003553197309237855,0.04110267445788998,0.014044028741083419,0,0.017875519902630817,0.04119272666463226,30.0
30,0.0,0.5,0.25,0.04,0.01904599664637484,0.0029989511719968193,0.03793266720195776,0.01308895235475519,0,0.01787302437808382,0.04000000000000001,30.0
