strategy,mean,min,median,max,neg
overlay0.80+target30.10+scoreprop500.10,0.022172382942788824,0.005838281025733465,0.019765630431643227,0.04291229599716913,0
overlay0.80+target30.15+scoreprop400.05,0.02216586809349883,0.0064014783334522055,0.01952534587271197,0.042626121360114,0
overlay0.80+balanced0.10+scoreprop500.10,0.022158378453050173,0.005038537935709339,0.021149920705307163,0.04382156569188464,0
overlay0.80+balanced0.15+scoreprop400.05,0.022155415900091388,0.005228854572207037,0.020324772669084057,0.044043132066492935,0
overlay0.80+aggressive0.15+scoreprop500.05,0.022154806485114687,0.004829392007251354,0.020222491047346178,0.04488160125137916,0
overlay0.80+guarded_v20.05+target30.15,0.022143669521684443,0.006616029292136977,0.019365243285900606,0.0431323573051868,0
overlay_0.75+guarded_v2_0.25,0.02213986113975851,0.005022235884347873,0.01836998759053063,0.04530476640394973,0
overlay0.70+aggressive0.05+scoreprop300.25,0.022133985459438878,0.0037624591495139387,0.01872851532965153,0.04298433314173425,0
overlay0.70+guarded_v20.15+scoreprop300.15,0.022126928342013283,0.004285027804934047,0.018114617962243354,0.04377074983491533,0
overlay0.80+guarded_v20.05+balanced0.15,0.022121312744963432,0.005416414657100785,0.019821358750247,0.04449619441728622,0
overlay0.80+guarded0.05+target30.15,0.022112658161148612,0.006599810261990628,0.019359113093853283,0.043127010169855706,0
overlay0.70+scoreprop300.20+scoreprop400.10,0.02210376646972956,0.0036106578676406223,0.019604046383842555,0.04240771024863249,0
overlay_0.80+aggressive_0.20,0.02209123711257081,0.004932225898057793,0.019508682614566078,0.045361289555095274,0
