factor,direction,gamma,power,max_weight,mean,min,max,neg,delta_mean,delta_min
intraday_ret,low,1.0,3.0,0.1,0.056552915130965116,0.030961661956737864,0.09079862312102543,0,-0.0011362515357015435,-0.0009983380432621383
drawdown_20d,low,0.5,2.0,0.1,0.05654663786637828,0.03161937749192566,0.0967011222078481,0,-0.001142528800288381,-0.00034062250807434524
drawdown_20d,low,1.0,1.0,0.1,0.056531305334758926,0.030916836033495522,0.09766095643825412,0,-0.0011578613319077335,-0.0010431639665044803
vol_20d_rank,low,5.0,3.0,0.1,0.056526451785875405,0.032817702277804076,0.08716537395275392,0,-0.0011627148807912546,0.0008577022778040733
turnover_ma_20d,high,5.0,2.0,0.1,0.056523228419895925,0.03042156435643023,0.09245348320965974,0,-0.001165938246770734,-0.0015384356435697716
ret_60d,high,3.0,3.0,0.1,0.056492445003764526,0.025187052677923618,0.10361471270248601,0,-0.0011967216629021338,-0.006772947322076384
turnover_ma_20d,high,3.0,3.0,0.1,0.0564901020215644,0.030110923946845895,0.09163278931567653,0,-0.001199064645102256,-0.0018490760531541077
ret_60d,low,0.5,1.0,0.1,0.05645182731062478,0.03168330511590754,0.0860858614125248,0,-0.0012373393560418805,-0.0002766948840924599
overnight_ret,low,0.5,2.0,0.1,0.05642492700574698,0.03177779349132989,0.09748171002244416,0,-0.0012642396609196804,-0.00018220650867011023
vol_20d_rank,low,2.0,2.0,0.1,0.0563943121802146,0.03253174368042415,0.08664795351763588,0,-0.0012948544864520573,0.0005717436804241471
ret_1d,low,2.0,3.0,0.1,0.05638400732313848,0.031096988303020663,0.09849481934877585,0,-0.0013051593435281783,-0.0008630116969793392
ret_20d,high,2.0,3.0,0.1,0.056368454218036323,0.027606430654792295,0.0850449344419818,0,-0.001320712448630336,-0.004353569345207708
ret_20d,high,3.0,2.0,0.1,0.056364293427206745,0.025742115329653287,0.08300665028919704,0,-0.0013248732394599144,-0.0062178846703467155
ret_10d,high,2.0,3.0,0.1,0.05635174921540942,0.03138379833706441,0.0840936110731147,0,-0.0013374174512572404,-0.0005762016629355937
close_over_ma20,high,2.0,2.0,0.1,0.056351177887832164,0.03077835244868156,0.08273031748521534,0,-0.0013379887788344952,-0.0011816475513184432
overnight_ret,high,1.0,1.0,0.1,0.05635001843205777,0.03202618038837633,0.07886277799749528,0,-0.0013391482346088862,6.618038837633011e-05
intraday_ret,low,1.0,1.0,0.1,0.05634888876392089,0.030964608155208233,0.092851519078679,0,-0.0013402779027457679,-0.0009953918447917695
intraday_ret,low,1.0,2.0,0.1,0.05632160409395772,0.030777788176443027,0.09104586228160516,0,-0.0013675625727089386,-0.001182211823556975
turnover_ma_20d,low,3.0,3.0,0.1,0.056312033642053304,0.03230720487130683,0.09169010788287063,0,-0.0013771330246133556,0.00034720487130682903
drawdown_20d,low,0.5,3.0,0.1,0.05629902788780849,0.03179280354604787,0.09655422715788639,0,-0.0013901387788581715,-0.00016719645395213423
ret_10d,high,2.0,2.0,0.1,0.05626036819299179,0.031817191318651177,0.08388258028982751,0,-0.0014287984736748721,-0.0001428086813488258
amount_z_20d,low,1.0,2.0,0.1,0.056249784964889304,0.03023650462756548,0.09419532405275435,0,-0.001439381701777355,-0.0017234953724345227
turnover_ma_20d,low,1.0,1.0,0.1,0.05621742229360527,0.03201209054612189,0.09135960149636138,0,-0.0014717443730613913,5.209054612188846e-05
ret_5d,low,1.0,3.0,0.1,0.056162950588243166,0.03105386976475234,0.10256432751713668,0,-0.0015262160784234938,-0.0009061302352476631
turnover_ma_20d,high,5.0,3.0,0.1,0.05615724674156927,0.029254373349587172,0.09130826705956077,0,-0.0015319199250973872,-0.0027056266504128304
close_over_ma20,high,2.0,3.0,0.1,0.05615002413434719,0.03135162604774373,0.08241872032317366,0,-0.0015391425323194666,-0.0006083739522562692
amount_z_20d,low,2.0,1.0,0.1,0.05614022157311906,0.029984965581620688,0.09629806826797255,0,-0.0015489450935475962,-0.0019750344183793143
ret_1d,low,2.0,2.0,0.1,0.05612974015537805,0.030864502526865317,0.09913464999670457,0,-0.0015594265112886113,-0.001095497473134685
