feature,direction,top_k,power,mean,min,max,neg,vals
ret_60d_rank,low,30,1.5,0.00787930848251348,-0.0378321790344108,0.06430592552237076,5,"0.02597,-0.01200,-0.03783,0.02265,0.02993,0.01132,-0.00557,0.00806,0.01599,-0.00504,-0.02323,0.06431"
close_over_ma20,low,80,0.7,0.007710973872312635,-0.012812777414709292,0.026778214695652343,5,"0.02678,0.01078,0.00784,0.01646,0.01604,-0.01281,0.01961,-0.00058,0.01459,-0.00090,-0.00233,-0.00295"
excess_ret_5d,low,50,0.7,0.007613227243259708,-0.027268921627151284,0.031002774177660487,4,"0.01767,0.03100,0.00670,0.01342,-0.01177,-0.01612,0.02028,-0.02727,0.02412,-0.01150,0.02003,0.02479"
excess_ret_5d_rank,low,50,0.7,0.007613227243259708,-0.027268921627151284,0.031002774177660487,4,"0.01767,0.03100,0.00670,0.01342,-0.01177,-0.01612,0.02028,-0.02727,0.02412,-0.01150,0.02003,0.02479"
ret_5d,low,50,0.7,0.007613227243259708,-0.027268921627151284,0.031002774177660487,4,"0.01767,0.03100,0.00670,0.01342,-0.01177,-0.01612,0.02028,-0.02727,0.02412,-0.01150,0.02003,0.02479"
ret_5d_rank,low,50,0.7,0.007613227243259708,-0.027268921627151284,0.031002774177660487,4,"0.01767,0.03100,0.00670,0.01342,-0.01177,-0.01612,0.02028,-0.02727,0.02412,-0.01150,0.02003,0.02479"
drawdown_20d,low,50,1.5,0.00760973539571035,-0.016570423965538983,0.040070824512033296,5,"0.01760,-0.01298,0.04007,0.01760,-0.00162,-0.01657,0.02540,0.00129,0.01492,0.01078,-0.00328,-0.00189"
drawdown_20d_rank,low,50,1.5,0.00760973539571035,-0.016570423965538983,0.040070824512033296,5,"0.01760,-0.01298,0.04007,0.01760,-0.00162,-0.01657,0.02540,0.00129,0.01492,0.01078,-0.00328,-0.00189"
drawdown_20d,low,60,2.0,0.0075815887744004745,-0.016663840288056092,0.04025006439350376,5,"0.01728,-0.01251,0.04025,0.01706,-0.00090,-0.01666,0.02506,0.00107,0.01448,0.01067,-0.00370,-0.00112"
drawdown_20d_rank,low,60,2.0,0.0075815887744004745,-0.016663840288056092,0.04025006439350376,5,"0.01728,-0.01251,0.04025,0.01706,-0.00090,-0.01666,0.02506,0.00107,0.01448,0.01067,-0.00370,-0.00112"
ret_60d,low,30,1.0,0.007363255923822171,-0.038508675180923664,0.05837689054040204,5,"0.02650,-0.01363,-0.03851,0.02208,0.02953,0.01016,-0.00611,0.00749,0.01307,-0.00424,-0.01636,0.05838"
ret_60d_rank,low,30,1.0,0.007363255923822171,-0.038508675180923664,0.05837689054040204,5,"0.02650,-0.01363,-0.03851,0.02208,0.02953,0.01016,-0.00611,0.00749,0.01307,-0.00424,-0.01636,0.05838"
