mode,alpha_lstm,risk_penalty,top_k,rank_power,confidence_power,mean_excess,min_excess,std_excess,sum_excess,mean_port,count,utility
legacy,0.85,0.3,40,2.0,2.5,0.026303584833753835,0.017358795885426784,0.007797749181558764,0.0789107545012615,0.029081809553632227,3,0.03294538060496207
legacy,0.95,0.0,40,1.35,2.5,0.027010907817839117,0.01623516852597329,0.009377612587941325,0.08103272345351735,0.02978913253771751,3,0.0329100917663359
legacy,0.9,0.05,35,1.35,3.0,0.02771073979437382,0.015104980293344936,0.011017001508830459,0.08313221938312146,0.030488964514252214,3,0.03285543070005447
legacy,0.95,0.2,40,2.0,2.0,0.025325798941997425,0.018626862054270603,0.006079699810482047,0.07597739682599228,0.02810402366187582,3,0.032795931894846884
legacy,0.95,0.1,40,1.35,2.0,0.025625594875730923,0.018107630575963256,0.006528527538832559,0.07687678462719277,0.02840381959560932,3,0.032794749504089504
legacy,0.9,0.05,40,2.0,3.0,0.027484684412181524,0.015287164870303904,0.01069454268428499,0.08245405323654457,0.03026290913205992,3,0.03275972720117553
legacy,0.9,0.05,40,1.35,2.5,0.026443638869580188,0.0167807046306579,0.008368346853395912,0.07933091660874056,0.029221863589458583,3,0.03273970392536686
legacy,0.95,0.05,35,1.6,3.0,0.02795191148682798,0.014502215092361742,0.012101132433775036,0.08385573446048394,0.030730136206706376,3,0.03266273841332451
legacy,0.9,0.3,35,1.6,2.0,0.025167378609416573,0.01856978623724226,0.0058098076504821145,0.07550213582824972,0.027945603329294966,3,0.032652311268603275
legacy,0.85,0.2,35,1.35,3.0,0.02742546733600046,0.01505824375362829,0.010711378875365326,0.08227640200800138,0.03020369205587885,3,0.032594970193828385
legacy,0.85,0.2,40,2.0,3.0,0.02722292341250045,0.015365576900850136,0.010284922702178085,0.08166877023750135,0.030001148132378846,3,0.0325946946125563
legacy,0.95,0.3,40,1.6,1.5,0.023786927209385727,0.020483766896244905,0.0028726370963745003,0.07136078162815718,0.02656515192926412,3,0.03257372674823976
legacy,0.9,0.2,40,1.6,2.0,0.025197615618275975,0.018251485553274105,0.006017108910059428,0.07559284685482792,0.027975840338154367,3,0.03250821778074041
legacy,0.95,0.1,35,2.0,3.0,0.027516366224087565,0.014566337189285225,0.011904514900398061,0.08254909867226269,0.030294590943965957,3,0.03228554072420621
legacy,0.95,0.2,35,2.0,2.5,0.02624449723915516,0.016462352175191906,0.009182678787181922,0.07873349171746548,0.029022721959033552,3,0.03227515389991423
legacy,0.9,0.45,40,2.0,1.5,0.022857573914352544,0.021324811652055457,0.001330302273838956,0.06857272174305763,0.025635798634230933,3,0.03225419381670166
legacy,0.9,0.0,40,1.6,3.0,0.027119426974116716,0.014848958276159549,0.010649335482188802,0.08135828092235015,0.029897651693995112,3,0.03220405787606019
legacy,0.9,0.45,35,1.35,1.5,0.02291079949152611,0.0210012261326495,0.0017233434432894436,0.06873239847457834,0.025689024211404506,3,0.03210284973472497
