set,current_votes,top_k,power,mean_excess,min_excess,max_excess,neg_windows,mean_portfolio_return,avg_candidates,avg_names,vals
core_plus_alpha,1,60,2,0.06282055901158609,0.03042115865688215,0.13711389602044724,0,0.06700520452858498,5.0,40.916666666666664,"0.03042,0.05999,0.13711,0.03743,0.04456,0.06422,0.03374,0.06645,0.07695,0.05465,0.06957,0.07874"
hybrid_strong,1,40,2,0.0627632007760561,0.032681273331178845,0.12185729838951703,0,0.06694784629305497,8.0,35.833333333333336,"0.03268,0.04684,0.12186,0.04136,0.03971,0.06422,0.04972,0.06645,0.07695,0.06510,0.06952,0.07874"
core_factor3,4,60,2,0.06273996037731144,0.030812266931769274,0.13711389602044724,0,0.06692460589431033,7.0,40.916666666666664,"0.03081,0.05999,0.13711,0.03588,0.04334,0.06422,0.03374,0.06645,0.07695,0.05606,0.06957,0.07874"
core_plus_alpha,4,60,2,0.06271612589046,0.031363482608876184,0.13711389602044724,0,0.06690077140745888,8.0,40.916666666666664,"0.03136,0.05999,0.13711,0.03537,0.04347,0.06422,0.03374,0.06645,0.07695,0.05560,0.06957,0.07874"
core_plus_alpha,2,60,2,0.06268816897505051,0.030959739842711734,0.13711389602044724,0,0.06687281449204939,6.0,40.916666666666664,"0.03096,0.05999,0.13711,0.03592,0.04366,0.06422,0.03374,0.06645,0.07695,0.05494,0.06957,0.07874"
core_factor3,1,60,2,0.0626763630883155,0.028328031082361767,0.13711389602044724,0,0.06686100860531438,4.0,40.916666666666664,"0.02833,0.05999,0.13711,0.03677,0.04417,0.06422,0.03374,0.06645,0.07695,0.05606,0.06957,0.07874"
core_factor3,0,60,2,0.06256045704454162,0.03158768771345277,0.13711389602044724,0,0.06674510256154051,3.0,38.583333333333336,"0.03159,0.05999,0.13711,0.03299,0.04330,0.06422,0.03374,0.06645,0.07695,0.05606,0.06957,0.07874"
tree_shapes,1,40,4,0.06255018799516154,0.010849930385914523,0.14965334374298103,0,0.06673483351216043,7.083333333333333,40.0,"0.03694,0.05331,0.14965,0.04146,0.01085,0.06211,0.05326,0.06630,0.07237,0.05543,0.07170,0.07722"
core_plus_alpha,0,60,2,0.0625266887278898,0.029382891120232006,0.13711389602044724,0,0.06671133424488869,4.0,40.916666666666664,"0.02938,0.05999,0.13711,0.03594,0.04417,0.06422,0.03374,0.06645,0.07695,0.05404,0.06957,0.07874"
tree_shapes,4,50,4,0.06250412582739993,0.035602460761939306,0.13542743187308695,0,0.06668877134439881,10.083333333333334,49.916666666666664,"0.03609,0.05584,0.13543,0.03560,0.03974,0.05703,0.05484,0.06276,0.06369,0.07192,0.06653,0.07057"
hybrid_broad,4,40,2,0.06220083528787234,0.032364513638152445,0.11804347522316003,0,0.06638548080487122,14.0,35.833333333333336,"0.03236,0.04570,0.11804,0.04261,0.03949,0.06411,0.04972,0.06709,0.07757,0.06587,0.06663,0.07721"
core_factor3,2,80,2,0.06193975067545565,0.024983035822191718,0.13711389602044724,0,0.06612439619245454,5.0,44.416666666666664,"0.02958,0.05999,0.13711,0.03529,0.04432,0.06422,0.02498,0.06645,0.07695,0.05606,0.06957,0.07874"
core_plus_alpha,1,80,2,0.06185506827665165,0.024983035822191718,0.13711389602044724,0,0.06603971379365053,5.0,44.416666666666664,"0.03042,0.05999,0.13711,0.03484,0.04432,0.06422,0.02498,0.06645,0.07695,0.05465,0.06957,0.07874"
