name,topk,power,cpen,analog_mean,analog_min,analog_neg,recent12_mean,recent12_min,recent12_neg
long_reversal,30,6,0.0,0.003866162273876689,-0.0351111952984945,8,0.0075934183303991145,-0.02088095907098952,5
long_reversal,30,6,0.1,-0.002157357104994942,-0.0415631231049799,12,0.0028576480446422894,-0.02927252220603062,5
long_reversal,30,6,0.2,-0.0012840528388242845,-0.04009266334984324,12,0.000845650817608281,-0.02601712228767928,6
long_reversal,30,8,0.0,0.0038861359446023106,-0.03565419728432671,8,0.007676236914279482,-0.020723278403787362,5
long_reversal,30,8,0.1,-0.002205799114363423,-0.04120625569000106,12,0.0028509632720855323,-0.030433684508403877,6
long_reversal,30,8,0.2,-0.0015103550171067979,-0.039617183980202544,12,0.0007586017756885617,-0.026771968486435205,6
long_reversal,40,4,0.0,0.0030515479692103525,-0.03437207269118038,9,0.005982162615273067,-0.02152596549800458,6
long_reversal,40,4,0.1,-0.0016511567866138708,-0.04146426739618952,12,0.0029031847900573005,-0.02574387676418783,6
long_reversal,40,4,0.2,-0.0009926652095170905,-0.0425631054019442,12,0.0016980512509939085,-0.019789522714427195,7
long_reversal,40,6,0.0,0.0036399121746223686,-0.03451085905921104,8,0.007019125500124099,-0.020785751601671103,5
long_reversal,40,6,0.1,-0.0019531457696349832,-0.04143368641135779,12,0.0028791639204535477,-0.027998246063677595,6
long_reversal,40,6,0.2,-0.001227030891949497,-0.04152481749278384,12,0.0009481510321369627,-0.02363971215804076,7
long_reversal,40,8,0.0,0.00387448200140975,-0.03491421079788054,8,0.007541632397749101,-0.02059986746908557,5
long_reversal,40,8,0.1,-0.002108355220061789,-0.04163307213328931,12,0.002902971666727165,-0.028853066898343244,6
long_reversal,40,8,0.2,-0.00125984213022034,-0.04037926059851834,12,0.0008091205591843909,-0.02544158155981885,7
long_reversal,50,4,0.0,0.002297861838334254,-0.03528380107038879,10,0.004944210396332645,-0.020242238653730517,6
long_reversal,50,4,0.1,-0.0016670797865292984,-0.04167169238258383,12,0.0027795851711180258,-0.022791544948709476,6
long_reversal,50,4,0.2,-0.0009642672614191556,-0.0426249450512659,12,0.0019139324676727635,-0.016322733814537686,7
long_reversal,50,6,0.0,0.003201204130244191,-0.03385061309052469,9,0.006220185060984197,-0.021706853807405956,6
long_reversal,50,6,0.1,-0.001683253810908445,-0.04109108930329132,12,0.002842699173578911,-0.026342954696657088,6
long_reversal,50,6,0.2,-0.001080266117274957,-0.042466371131316016,12,0.0014946946275944232,-0.020955256854663463,7
long_reversal,50,8,0.0,0.0036507643317296736,-0.034416045926738935,8,0.006997266640408425,-0.02077768461590939,5
long_reversal,50,8,0.1,-0.0019524172587883314,-0.04142498409328091,12,0.0028989935584323623,-0.02788845221940401,6
long_reversal,50,8,0.2,-0.0012308950007134964,-0.04154269109790874,12,0.0009432365461797543,-0.023607243482076365,7
