cap,power,portfolio_return,benchmark_return,excess_return,maxw,eff_n,capped
0.08,32.0,0.013071647638303048,-0.004030357032638099,0.017102004670941147,0.08,12.826163473341452,12
0.05,12.0,0.01295535313945106,-0.004030357032638099,0.016985710172089157,0.05,20.472328967675622,19
0.06,2.0,0.012613775991183485,-0.004030357032638099,0.016644133023821582,0.06,19.984959055205845,10
0.05,3.0,0.012530210679117382,-0.004030357032638099,0.01656056771175548,0.05,21.606246691977095,16
0.08,20.0,0.012486145583971852,-0.004030357032638099,0.016516502616609953,0.08,12.878645567189022,12
0.05,8.0,0.012066058258604656,-0.004030357032638099,0.016096415291242755,0.05,20.620571509791677,19
0.05,4.0,0.012026583843596044,-0.004030357032638099,0.016056940876234143,0.05,21.233304738696866,17
0.05,6.0,0.011964660097689907,-0.004030357032638099,0.015995017130328006,0.05,20.851519308401926,18
0.06,1.6,0.011737405957479895,-0.004030357032638099,0.015767762990117992,0.06,20.77476962805553,8
0.05,2.0,0.011687893911229272,-0.004030357032638099,0.01571825094386737,0.05,22.347375535030416,15
0.09,12.0,0.011525808777612756,-0.004030357032638099,0.015556165810250855,0.09,11.91006671333534,9
0.09,1.0,0.011432160147175763,-0.004030357032638099,0.015462517179813862,0.06451612903225806,22.868852459016395,0
0.1,1.0,0.011432160147175763,-0.004030357032638099,0.015462517179813862,0.06451612903225806,22.868852459016395,0
0.08,1.0,0.011432160147175763,-0.004030357032638099,0.015462517179813862,0.06451612903225806,22.868852459016395,0
0.07,1.0,0.011432160147175763,-0.004030357032638099,0.015462517179813862,0.06451612903225806,22.868852459016395,0
0.1,32.0,0.011198502037884618,-0.004030357032638099,0.015228859070522717,0.1,10.352321472021186,9
0.05,1.6,0.011146651758450608,-0.004030357032638099,0.015177008791088707,0.05,22.85220838916906,13
0.09,20.0,0.010602941550005305,-0.004030357032638099,0.014633298582643403,0.09,11.646584002961989,10
0.09,32.0,0.01026708954263732,-0.004030357032638099,0.01429744657527542,0.09,11.38741336733986,10
0.09,64.0,0.010233818437772874,-0.004030357032638099,0.014264175470410973,0.09,11.21152371905839,11
0.06,1.0,0.010224154934446526,-0.004030357032638099,0.014254511967084625,0.06,23.035109244107154,3
0.09,96.0,0.010192523871928351,-0.004030357032638099,0.01422288090456645,0.09,11.210901354518446,11
0.09,128.0,0.010185093067579972,-0.004030357032638099,0.014215450100218071,0.09,11.210787114748005,11
0.1,64.0,0.009258969815408805,-0.004030357032638099,0.013289326848046904,0.1,10.084514694619724,9
0.1,96.0,0.008836925389854028,-0.004030357032638099,0.012867282422492127,0.1,10.018314459556766,9
0.1,128.0,0.008746789063362383,-0.004030357032638099,0.012777146096000482,0.1,10.003871640470587,9
0.05,1.0,0.008134705298677542,-0.004030357032638099,0.01216506233131564,0.05,24.23076923076922,10
0.09,0.5,0.0058571028610001526,-0.004030357032638099,0.009887459893638251,0.04886765289113829,27.01626707880639,0
0.07,0.5,0.0058571028610001526,-0.004030357032638099,0.009887459893638251,0.04886765289113829,27.01626707880639,0
0.05,0.5,0.0058571028610001526,-0.004030357032638099,0.009887459893638251,0.04886765289113829,27.01626707880639,0
0.06,0.5,0.0058571028610001526,-0.004030357032638099,0.009887459893638251,0.04886765289113829,27.01626707880639,0
0.1,0.5,0.0058571028610001526,-0.004030357032638099,0.009887459893638251,0.04886765289113829,27.01626707880639,0
0.08,0.5,0.0058571028610001526,-0.004030357032638099,0.009887459893638251,0.04886765289113829,27.01626707880639,0
0.04,1.0,0.003793390459801442,-0.004030357032638099,0.007823747492439541,0.04,26.960784313725494,20
0.04,0.5,0.0037581035250875126,-0.004030357032638099,0.007788460557725611,0.04,27.999811988943186,14
0.04,1.6,0.003278853092802171,-0.004030357032638099,0.007309210125440269,0.04,26.371549190033132,22
0.04,2.0,0.0027584565715601268,-0.004030357032638099,0.006788813604198226,0.04,26.15384615384616,22
0.04,3.0,0.0020301658383786196,-0.004030357032638099,0.006060522871016718,0.04,25.82350745827208,23
0.04,4.0,0.0016675887449825837,-0.004030357032638099,0.0056979457776206825,0.04,25.600088581932887,24
0.04,128.0,0.0015450235366022754,-0.004030357032638099,0.005575380569240374,0.04,25.000000000146493,25
0.04,96.0,0.0015450234652003756,-0.004030357032638099,0.005575380497838475,0.04,25.00000005007608,24
0.04,64.0,0.001544999058709287,-0.004030357032638099,0.005575356091347386,0.04,25.00001711683186,24
0.04,32.0,0.00153669465285754,-0.004030357032638099,0.005567051685495639,0.04,25.00582286735079,24
0.04,20.0,0.0014741091760344608,-0.004030357032638099,0.00550446620867256,0.04,25.050208683901452,24
0.04,6.0,0.0013157780056779701,-0.004030357032638099,0.005346135038316069,0.04,25.468211762287254,24
0.04,12.0,0.0013014543975138023,-0.004030357032638099,0.005331811430151901,0.04,25.194389131064003,24
0.04,8.0,0.001227073431456708,-0.004030357032638099,0.005257430464094806,0.04,25.356297829216317,24
0.07,0.0,-0.0005215099599542711,-0.004030357032638099,0.0035088470726838275,0.03333333333333333,30.0,0
0.09,0.0,-0.0005215099599542711,-0.004030357032638099,0.0035088470726838275,0.03333333333333333,30.0,0
0.1,0.0,-0.0005215099599542711,-0.004030357032638099,0.0035088470726838275,0.03333333333333333,30.0,0
0.05,0.0,-0.0005215099599542711,-0.004030357032638099,0.0035088470726838275,0.03333333333333333,30.0,0
0.08,0.0,-0.0005215099599542711,-0.004030357032638099,0.0035088470726838275,0.03333333333333333,30.0,0
0.06,0.0,-0.0005215099599542711,-0.004030357032638099,0.0035088470726838275,0.03333333333333333,30.0,0
0.04,0.0,-0.0005215099599542711,-0.004030357032638099,0.0035088470726838275,0.03333333333333333,30.0,0
