cands,wg,mode,top,power,maxw,mean,median,min,max,neg,vals,objective
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,3:2:1,rerank,40,3,0.06,0.017800606720336214,0.008284307003723991,-0.014802995396774432,0.09439793010817596,4,"0.0115,0.0471,-0.0148,0.0246,0.0395,-0.0117,0.0944,-0.0056,0.0032,-0.0061,0.0051,0.0264",-0.03659589841661125
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:2:1,rerank,30,3,0.06,0.018491532113428664,0.005739800668848431,-0.014695851992797833,0.09613599255408425,4,"0.0087,0.0491,-0.0147,0.0249,0.0456,-0.0126,0.0961,-0.0117,0.0016,-0.0006,0.0028,0.0327",-0.03660403888159551
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,50,8,0.06,0.019871056391788794,0.00500455627694789,-0.016679907188506746,0.10296784873572754,4,"0.0065,0.0632,-0.0128,0.0173,0.0462,-0.0167,0.1030,-0.0088,0.0035,0.0014,-0.0027,0.0385",-0.03663552103823089
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,3:2:1:1,rerank,50,4,0.08,0.019906181490468883,0.003996513315192105,-0.01628059740922668,0.09693903918205257,4,"-0.0007,0.0499,-0.0163,0.0275,0.0512,-0.0060,0.0969,0.0040,0.0037,-0.0060,0.0040,0.0307",-0.036663222960509494
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:2:1,rerank,40,4,0.1,0.02190943617185494,0.00806523048429933,-0.021657203205549126,0.10438181973198507,4,"-0.0029,0.0459,-0.0217,0.0302,0.0666,-0.0069,0.1044,0.0028,0.0027,-0.0054,0.0133,0.0339",-0.03666531660618474
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1,rerank,40,3,0.08,0.017992284581453997,0.0067428815827128355,-0.014525615103548967,0.0765639102594161,4,"-0.0067,0.0578,-0.0145,0.0220,0.0468,-0.0016,0.0766,0.0085,0.0022,0.0050,-0.0038,0.0236",-0.03670022000586153
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,3:2:1,rerank,50,4,0.06,0.017948449071190167,0.0025053036093715345,-0.012353779296528582,0.09665147117458392,4,"0.0006,0.0547,-0.0124,0.0189,0.0362,-0.0068,0.0967,-0.0020,0.0043,0.0007,-0.0040,0.0286",-0.03671222742391552
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,4:2:1,rerank,40,3,0.06,0.01702753774549311,0.0080901781900415,-0.013701569379653333,0.09367958601196606,4,"0.0101,0.0457,-0.0137,0.0243,0.0378,-0.0119,0.0937,-0.0040,0.0022,-0.0102,0.0061,0.0245",-0.03676635042528644
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1,rerank,35,2,0.08,0.017252288133666607,0.006502856764291728,-0.013340675443440933,0.07401104527849262,4,"-0.0071,0.0569,-0.0133,0.0204,0.0449,-0.0011,0.0740,0.0085,0.0023,0.0045,-0.0071,0.0241",-0.03680126010311044
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:1:1,rerank,30,3,0.06,0.018373562733503834,0.010006844555612814,-0.016971104644113853,0.07422830468781766,4,"-0.0051,0.0683,-0.0170,0.0168,0.0412,-0.0042,0.0742,0.0004,0.0035,0.0165,-0.0117,0.0376",-0.03680704668628063
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:2:1,rerank,35,3,0.06,0.018118171533804475,0.0069858370276662946,-0.0151090335109441,0.09559509543029143,4,"0.0103,0.0475,-0.0151,0.0249,0.0439,-0.0131,0.0956,-0.0091,0.0014,-0.0024,0.0037,0.0298",-0.0368514974644621
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:1:1,rerank,35,4,0.06,0.0182843162389966,0.009897880366278228,-0.016940555620625533,0.0738748699448018,4,"-0.0051,0.0682,-0.0169,0.0169,0.0410,-0.0044,0.0739,0.0005,0.0034,0.0164,-0.0118,0.0373",-0.03691065302349525
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,2:1:1:1,rerank,35,8,0.06,0.019433231956116067,0.0032390448179099056,-0.01554410239013057,0.1009047968452472,4,"0.0038,0.0618,-0.0155,0.0201,0.0453,-0.0129,0.1009,-0.0101,0.0027,0.0015,-0.0043,0.0399",-0.03692151603258931
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,35,4,0.06,0.019774119173468847,0.004752290553178655,-0.016880903959438406,0.10276683371020488,4,"0.0066,0.0628,-0.0130,0.0177,0.0466,-0.0169,0.1028,-0.0082,0.0029,0.0008,-0.0026,0.0378",-0.0369287360362406
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:2:1,rerank,35,2,0.1,0.01953337238463981,0.003668600932647618,-0.015967177352529144,0.09627669912397957,4,"-0.0048,0.0548,-0.0160,0.0206,0.0492,-0.0047,0.0963,0.0019,0.0048,0.0026,-0.0025,0.0322",-0.03694635374708339
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:2:1,rerank,35,3,0.08,0.020602450115407903,0.006368278869013979,-0.019213479489084875,0.1053326076526116,4,"0.0019,0.0467,-0.0192,0.0278,0.0567,-0.0101,0.1053,-0.0008,0.0018,-0.0031,0.0108,0.0294",-0.037015153917338825
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:1:1,rerank,30,2,0.1,0.021277202433970275,0.006334760612397419,-0.02037616822432796,0.10506432688972993,4,"0.0003,0.0476,-0.0204,0.0259,0.0623,-0.0088,0.1051,-0.0005,0.0025,-0.0033,0.0102,0.0346",-0.037048070316907274
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:1:1:1,rerank,35,8,0.1,0.026798898162184597,0.01911403203143893,-0.016015414030906443,0.13239700714003938,5,"-0.0020,0.0536,-0.0160,0.0275,0.0683,-0.0088,0.1324,0.0160,-0.0000,-0.0015,0.0223,0.0298",-0.03707614064692759
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:1:1,rerank,30,2,0.1,0.020153173806485864,0.0050184991218624915,-0.017931785113329657,0.07876987280077716,4,"-0.0060,0.0638,-0.0179,0.0228,0.0596,-0.0034,0.0788,0.0028,0.0040,0.0061,-0.0014,0.0327",-0.037100347524953184
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,30,3,0.06,0.01977931082209582,0.004788192748022579,-0.01723600891448092,0.10303062365495866,4,"0.0065,0.0629,-0.0133,0.0177,0.0466,-0.0172,0.1030,-0.0083,0.0031,0.0010,-0.0029,0.0383",-0.03712583670218596
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,3:2:1,rerank,50,4,0.06,0.01763984097481839,0.008255606157927475,-0.015438235376733805,0.09362382401452711,4,"0.0114,0.0463,-0.0154,0.0248,0.0397,-0.0116,0.0936,-0.0047,0.0034,-0.0064,0.0052,0.0256",-0.03714641840384365
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1:1,rerank,35,2,0.06,0.017672005676993965,0.0022504982279388467,-0.012497460869965171,0.09942093468900158,4,"-0.0037,0.0538,-0.0125,0.0174,0.0341,-0.0042,0.0994,0.0002,0.0024,0.0021,-0.0056,0.0287",-0.037151321376603486
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1,rerank,40,3,0.06,0.0157537695234377,0.007867111081308125,-0.012110067831496409,0.07020775100664986,4,"-0.0075,0.0583,-0.0121,0.0177,0.0329,-0.0028,0.0702,0.0068,0.0021,0.0089,-0.0112,0.0258",-0.037152137851067704
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1,rerank,50,4,0.08,0.017712426923134014,0.0062793528125824356,-0.014609633651452875,0.07564863785525791,4,"-0.0065,0.0566,-0.0146,0.0223,0.0469,-0.0015,0.0756,0.0081,0.0021,0.0044,-0.0040,0.0231",-0.03716954742396298
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:2:1,blend,0,0,0.1,0.018175704262285042,0.004389340995893231,-0.014438752292210866,0.07920611620913014,4,"-0.0008,0.0485,-0.0144,0.0239,0.0519,-0.0037,0.0792,0.0044,0.0038,-0.0015,0.0044,0.0225",-0.03717074481427351
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:2:1,rerank,35,2,0.08,0.019436616216704807,0.003672164405133413,-0.01623336601556604,0.09631894300630546,4,"-0.0048,0.0548,-0.0162,0.0207,0.0488,-0.0045,0.0963,0.0013,0.0046,0.0028,-0.0026,0.0322",-0.03720175407109479
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:2:1,blend,0,0,0.08,0.01812465241707066,0.004389340995893231,-0.014438752292210866,0.07920611620913014,4,"-0.0008,0.0485,-0.0144,0.0240,0.0508,-0.0032,0.0792,0.0044,0.0038,-0.0015,0.0044,0.0225",-0.03722179665948789
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,35,2,0.1,0.019705914274240417,0.0025561723724088284,-0.01617060678271283,0.09839072221230308,4,"0.0001,0.0540,-0.0162,0.0206,0.0544,-0.0105,0.0984,-0.0011,0.0039,-0.0028,0.0012,0.0344",-0.03722959808366463
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,3:2:1,rerank,40,3,0.08,0.01946653614548016,0.006541232173813926,-0.017768910929130903,0.09862765009126738,4,"0.0034,0.0458,-0.0178,0.0276,0.0487,-0.0074,0.0986,-0.0003,0.0034,-0.0072,0.0097,0.0290",-0.037232440759854206
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,1:1:1:1,rerank,30,4,0.1,0.023942513717755336,0.007784672512323659,-0.025865199338564612,0.11099370871124109,4,"-0.0041,0.0634,-0.0259,0.0300,0.0714,-0.0104,0.1110,0.0017,0.0022,-0.0006,0.0133,0.0352",-0.03724120413168633
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:1:1,rerank,40,3,0.08,0.020180046137377606,0.00602551720343357,-0.018760146027420925,0.10304050804218662,4,"0.0031,0.0464,-0.0188,0.0255,0.0562,-0.0080,0.1030,-0.0032,0.0019,-0.0036,0.0090,0.0306",-0.03726838631804488
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1,rerank,35,3,0.08,0.020199067894067724,0.0054129752650673435,-0.018492602281639993,0.07623555684515101,4,"-0.0036,0.0628,-0.0185,0.0206,0.0588,-0.0032,0.0762,-0.0018,0.0026,0.0071,0.0038,0.0375",-0.037272600895396066
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,40,3,0.08,0.01802636338022689,0.006353986529312804,-0.015381215291493847,0.0771001134319877,4,"-0.0077,0.0585,-0.0154,0.0203,0.0470,-0.0008,0.0771,0.0080,0.0019,0.0047,-0.0033,0.0260",-0.03729616983587558
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,2:1:1:1,rerank,30,8,0.06,0.019466502718814463,0.002921714464071484,-0.016141299712932877,0.10143338942695543,4,"0.0021,0.0620,-0.0161,0.0208,0.0455,-0.0123,0.1014,-0.0099,0.0038,0.0018,-0.0057,0.0404",-0.03734176276972382
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,4:2:1,rerank,50,4,0.06,0.01692334829799832,0.008020767133675343,-0.01448046867026994,0.09297464881038849,4,"0.0099,0.0449,-0.0145,0.0244,0.0380,-0.0116,0.0930,-0.0031,0.0023,-0.0102,0.0061,0.0238",-0.037358702764061044
weekly_alpha_auto|meta_portfolio_ensemble,3:1,rerank,40,4,0.08,0.01863363402094739,0.013739286626803352,-0.020211351264062767,0.10600983254973932,4,"-0.0046,0.0386,-0.0101,0.0292,0.0442,-0.0079,0.1060,0.0118,0.0000,-0.0202,0.0209,0.0156",-0.037371390749449264
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1:1,rerank,40,3,0.08,0.019850266061805705,0.003448743269216334,-0.017097015955790287,0.09628121951669434,4,"-0.0057,0.0550,-0.0171,0.0215,0.0550,-0.0054,0.0963,0.0023,0.0009,-0.0009,0.0046,0.0318",-0.03737332053090357
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,35,2,0.1,0.017305850037293128,0.005939505275665183,-0.014137958435861187,0.07453657370791315,4,"-0.0079,0.0579,-0.0141,0.0187,0.0456,-0.0009,0.0745,0.0080,0.0020,0.0039,-0.0064,0.0263",-0.03739507344152403
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,2:1:1:1,rerank,30,2,0.06,0.018730770585895465,0.003615659781795962,-0.015447311664956512,0.1001631221463204,4,"0.0061,0.0575,-0.0154,0.0209,0.0436,-0.0115,0.1002,-0.0086,0.0011,0.0001,-0.0022,0.0330",-0.037452918478539654
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:1:1,rerank,40,3,0.06,0.017844356385092155,0.00765725829921908,-0.016008220608259252,0.09604783656823021,4,"0.0111,0.0479,-0.0160,0.0221,0.0444,-0.0131,0.0960,-0.0096,0.0017,-0.0029,0.0042,0.0283",-0.03746339849009767
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,1:1:1,rerank,30,2,0.08,0.021380455114571,0.0032507319000256714,-0.019737684154793003,0.10571437547744796,4,"-0.0013,0.0604,-0.0197,0.0225,0.0604,-0.0104,0.1057,-0.0049,0.0034,0.0024,0.0031,0.0351",-0.0374869358082971
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,35,2,0.08,0.01960237932508618,0.0024119247721288094,-0.016437274103232508,0.0984379402666015,4,"0.0003,0.0540,-0.0164,0.0206,0.0540,-0.0104,0.0984,-0.0017,0.0037,-0.0026,0.0011,0.0342",-0.037536407705214686
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,30,4,0.06,0.019831841906305558,0.004980311747710401,-0.018126125905763367,0.10417852789953147,4,"0.0060,0.0628,-0.0142,0.0181,0.0470,-0.0181,0.1042,-0.0092,0.0040,0.0009,-0.0036,0.0401",-0.03754974011283935
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,40,3,0.06,0.01585009214055188,0.006755100997875661,-0.012391891792369866,0.0706281714471495,4,"-0.0070,0.0592,-0.0124,0.0157,0.0331,-0.0019,0.0706,0.0049,0.0018,0.0086,-0.0106,0.0283",-0.03755851263550734
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:2:1,rerank,35,3,0.1,0.021496030595216677,0.007311200465328788,-0.022157071291696917,0.10220433597982277,4,"-0.0016,0.0459,-0.0222,0.0295,0.0662,-0.0078,0.1022,0.0018,0.0030,-0.0052,0.0116,0.0344",-0.037604852040202835
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,1:1:1:1,rerank,50,8,0.1,0.023684132418970435,0.007638791052856518,-0.02597460231944565,0.10949928744941828,4,"-0.0046,0.0621,-0.0260,0.0301,0.0714,-0.0095,0.1095,0.0022,0.0023,-0.0011,0.0130,0.0348",-0.03760899165684
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:2:1,rerank,30,4,0.06,0.01838468325634784,0.004891390831587187,-0.015846740120928647,0.0967121078339585,4,"0.0072,0.0487,-0.0158,0.0253,0.0457,-0.0121,0.0967,-0.0135,0.0020,-0.0001,0.0025,0.0339",-0.03765594356673319
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,1:1:1,rerank,30,4,0.1,0.023685904563461216,0.009045587974528979,-0.026762352928570293,0.11933431651439963,4,"-0.0045,0.0531,-0.0268,0.0305,0.0740,-0.0128,0.1193,0.0017,0.0025,-0.0003,0.0156,0.0319",-0.03765783080132227
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:1:1,rerank,40,3,0.1,0.019564494655920178,0.0043933380843519665,-0.017636862663217234,0.07679340256604097,4,"-0.0054,0.0615,-0.0176,0.0228,0.0588,-0.0029,0.0768,0.0026,0.0038,0.0050,-0.0019,0.0313",-0.03769962151670458
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,35,2,0.08,0.017210813972426835,0.00574646433962259,-0.014399843054388274,0.07452766435396593,4,"-0.0079,0.0578,-0.0144,0.0187,0.0452,-0.0007,0.0745,0.0074,0.0021,0.0040,-0.0065,0.0263",-0.037705152558319355
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1:1,rerank,35,2,0.1,0.019402908012808185,0.0019388487411455893,-0.01617060678271283,0.09586772013632851,4,"-0.0056,0.0549,-0.0162,0.0198,0.0536,-0.0065,0.0959,0.0023,0.0016,-0.0009,0.0011,0.0330",-0.03771780143447584
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:2:1,rerank,30,2,0.08,0.0201652260465077,0.0057709386048661535,-0.01935887246035483,0.1018617078434862,4,"0.0022,0.0466,-0.0194,0.0276,0.0562,-0.0091,0.1019,-0.0023,0.0016,-0.0038,0.0093,0.0312",-0.03771881584824535
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,1:1:1,rerank,40,3,0.08,0.0208673112527125,0.0031289612815320832,-0.0192142585735999,0.1019302061113986,4,"-0.0004,0.0583,-0.0192,0.0223,0.0592,-0.0090,0.1019,-0.0048,0.0038,0.0020,0.0024,0.0339",-0.03772255550698782
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:1:1,rerank,50,4,0.08,0.019912374552180614,0.006026012617996334,-0.01910534770541393,0.10100927093593597,4,"0.0034,0.0457,-0.0191,0.0257,0.0557,-0.0076,0.1010,-0.0030,0.0023,-0.0041,0.0086,0.0302",-0.03774303028566885
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:2:1,rerank,30,2,0.06,0.017995338129628644,0.006803077532239091,-0.01631020847754877,0.0957984586846005,4,"0.0101,0.0478,-0.0163,0.0247,0.0441,-0.0132,0.0958,-0.0091,0.0011,-0.0024,0.0035,0.0299",-0.037749863697228894
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,50,4,0.08,0.017749352500367497,0.0059660256511426014,-0.015492831318224265,0.07610249005302662,4,"-0.0075,0.0573,-0.0155,0.0206,0.0470,-0.0007,0.0761,0.0078,0.0019,0.0042,-0.0036,0.0254",-0.03775653859522428
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,1:1:1,rerank,50,8,0.1,0.023474001081605606,0.009107984780194471,-0.02662897392010325,0.11733291978269979,4,"-0.0044,0.0523,-0.0266,0.0306,0.0737,-0.0118,0.1173,0.0022,0.0026,-0.0010,0.0156,0.0313",-0.037770987836398005
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1:1,rerank,50,4,0.08,0.019543615166807513,0.003155966539172564,-0.017132809878113615,0.09485381930586902,4,"-0.0053,0.0539,-0.0171,0.0214,0.0546,-0.0048,0.0949,0.0021,0.0011,-0.0015,0.0042,0.0310",-0.037789280798308886
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1,rerank,50,4,0.06,0.015570564776258395,0.007598087318409597,-0.012732648858283464,0.0690721092000652,4,"-0.0071,0.0568,-0.0127,0.0182,0.0334,-0.0027,0.0691,0.0067,0.0019,0.0085,-0.0106,0.0254",-0.037789598343188804
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:2:1,rerank,50,4,0.06,0.01794133350403581,0.00398142773985353,-0.014876031983588375,0.09476925796087936,4,"0.0003,0.0556,-0.0149,0.0189,0.0378,-0.0079,0.0948,-0.0020,0.0040,0.0040,-0.0046,0.0294",-0.037789857364161156
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:1:1:1,rerank,40,8,0.1,0.026391374648444276,0.017401285611808447,-0.015727472990502166,0.1308066837142442,5,"-0.0042,0.0541,-0.0157,0.0276,0.0683,-0.0071,0.1308,0.0142,-0.0001,-0.0020,0.0206,0.0304",-0.03782472346231449
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,40,8,0.06,0.019795234290765486,0.0047908645326409476,-0.018432774299980303,0.10458829136712317,4,"0.0055,0.0625,-0.0146,0.0186,0.0473,-0.0184,0.1046,-0.0094,0.0041,0.0006,-0.0037,0.0404",-0.03782717092943041
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,3:2:1:1,rerank,50,3,0.08,0.018186303113265665,0.00404807891838165,-0.015448236174914642,0.0885413008806079,4,"0.0018,0.0477,-0.0154,0.0257,0.0464,-0.0066,0.0885,0.0039,0.0042,-0.0072,-0.0002,0.0293",-0.037868214916168624
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,3:2:1:1,rerank,50,3,0.1,0.018186303113265665,0.00404807891838165,-0.015448236174914642,0.0885413008806079,4,"0.0018,0.0477,-0.0154,0.0257,0.0464,-0.0066,0.0885,0.0039,0.0042,-0.0072,-0.0002,0.0293",-0.037868214916168624
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,1:1:1,rerank,50,4,0.08,0.02056867299877844,0.003034869406446677,-0.018938062458317348,0.09980859752085403,4,"-0.0001,0.0572,-0.0189,0.0222,0.0585,-0.0083,0.0998,-0.0047,0.0040,0.0018,0.0020,0.0332",-0.03788370365427797
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:1:1,rerank,50,4,0.1,0.019274338594211352,0.004130176674190777,-0.017406265512747515,0.07555689015587633,4,"-0.0048,0.0602,-0.0174,0.0228,0.0584,-0.0027,0.0756,0.0026,0.0038,0.0044,-0.0021,0.0305",-0.03793036771117993
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:1:1,rerank,40,3,0.1,0.020736522860796764,0.006269036202564559,-0.020925356229331872,0.10161897020797336,4,"0.0016,0.0462,-0.0209,0.0260,0.0614,-0.0083,0.1016,-0.0002,0.0032,-0.0044,0.0093,0.0333",-0.03793798001603299
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:1:1,rerank,50,4,0.06,0.017673092966273448,0.007688870446731427,-0.016600076194538828,0.09493570359793156,4,"0.0110,0.0470,-0.0166,0.0224,0.0441,-0.0127,0.0949,-0.0086,0.0020,-0.0033,0.0043,0.0274",-0.03798029161643042
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1,rerank,35,2,0.06,0.015653110614842338,0.007672884575943079,-0.013226111903994323,0.06962998886107387,4,"-0.0069,0.0567,-0.0132,0.0176,0.0335,-0.0014,0.0696,0.0069,0.0018,0.0084,-0.0110,0.0258",-0.03798069115477133
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1,rerank,50,3,0.08,0.016096072808184977,0.005693787025243835,-0.013020052829334133,0.06959466100349684,4,"-0.0062,0.0535,-0.0130,0.0202,0.0422,-0.0010,0.0696,0.0074,0.0018,0.0039,-0.0085,0.0231",-0.03800782278184235
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1,rerank,50,3,0.1,0.016096072808184977,0.005693787025243835,-0.013020052829334133,0.06959466100349684,4,"-0.0062,0.0535,-0.0130,0.0202,0.0422,-0.0010,0.0696,0.0074,0.0018,0.0039,-0.0085,0.0231",-0.03800782278184235
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:1:1,rerank,35,3,0.08,0.019856003877297242,0.006258388053837232,-0.01966569968694277,0.0782926701884387,4,"-0.0042,0.0646,-0.0197,0.0230,0.0545,-0.0035,0.0783,0.0002,0.0027,0.0099,-0.0001,0.0326",-0.03806589951871725
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1:1,rerank,35,2,0.08,0.019299733248509046,0.0015432060621545403,-0.016437274103232508,0.09590900171515405,4,"-0.0055,0.0550,-0.0164,0.0198,0.0532,-0.0063,0.0959,0.0017,0.0014,-0.0008,0.0010,0.0327",-0.0380996693947841
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,3:2:1,rerank,35,2,0.06,0.017362697794558204,0.007648349977966963,-0.016323658927298285,0.09300322180059638,4,"0.0104,0.0460,-0.0163,0.0249,0.0399,-0.0114,0.0930,-0.0050,0.0030,-0.0070,0.0049,0.0261",-0.03813699256843068
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,50,4,0.06,0.015677869734598362,0.00660876271452859,-0.013043281740026502,0.06945207165282585,4,"-0.0065,0.0576,-0.0130,0.0163,0.0336,-0.0018,0.0695,0.0050,0.0016,0.0082,-0.0101,0.0277",-0.03816547049505896
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,4:2:1,rerank,35,2,0.06,0.016762114259394067,0.007353555471770187,-0.01525624881707456,0.09238101828706523,4,"0.0087,0.0449,-0.0153,0.0245,0.0383,-0.0111,0.0924,-0.0034,0.0021,-0.0105,0.0061,0.0245",-0.038185568389319614
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,1:1:1,rerank,35,2,0.1,0.01999103155550001,0.0032401765906191296,-0.018685911423928392,0.09639293770945577,4,"0.0006,0.0572,-0.0187,0.0206,0.0579,-0.0099,0.0964,-0.0048,0.0046,0.0018,-0.0004,0.0345",-0.038248462321671284
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,35,8,0.06,0.01970278714848532,0.003996379465838796,-0.018602429160607295,0.10506316305573754,4,"0.0038,0.0620,-0.0155,0.0193,0.0477,-0.0186,0.1051,-0.0091,0.0042,0.0006,-0.0043,0.0412",-0.03825975650812742
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:2:1,rerank,40,3,0.06,0.017757710305589782,0.0075764490398282855,-0.017341215317106237,0.09467707102519747,4,"0.0114,0.0464,-0.0173,0.0248,0.0434,-0.0132,0.0947,-0.0069,0.0018,-0.0034,0.0038,0.0277",-0.038374084172725476
weekly_alpha_auto|meta_portfolio_ensemble,3:1,rerank,30,4,0.06,0.014513869523156135,0.006925247300726502,-0.031675397445051004,0.08959159748097237,3,"0.0028,0.0347,0.0001,0.0283,0.0248,-0.0059,0.0896,0.0025,-0.0005,-0.0317,0.0183,0.0110",-0.03841379475365652
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:2:1,rerank,40,3,0.08,0.019686850734567624,0.005959055787416304,-0.019856464896834708,0.09856637619645052,4,"0.0033,0.0452,-0.0199,0.0277,0.0554,-0.0086,0.0986,-0.0013,0.0022,-0.0051,0.0086,0.0301",-0.03843931146730831
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,1:1:1,rerank,35,2,0.08,0.019888167470536965,0.003242732005829563,-0.01895849710830974,0.09643545509433572,4,"0.0007,0.0573,-0.0190,0.0206,0.0575,-0.0097,0.0964,-0.0054,0.0044,0.0020,-0.0005,0.0342",-0.03851411119270001
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,3:2:1,rerank,35,2,0.1,0.01867185860138823,0.006344365765653476,-0.01851179042274699,0.09357720706723671,4,"0.0052,0.0453,-0.0185,0.0268,0.0474,-0.0085,0.0936,-0.0004,0.0040,-0.0082,0.0075,0.0298",-0.03853190592256392
