cands,wg,mode,top,power,maxw,mean,median,min,max,neg,vals,objective
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:2:1,rerank,50,3,0.08,0.018010054697873413,0.0031033140258037513,-0.01583322471675737,0.08950285084144836,4,"-0.0026,0.0513,-0.0158,0.0204,0.0457,-0.0044,0.0895,0.0006,0.0046,0.0016,-0.0043,0.0294",-0.03855888592443989
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:2:1,rerank,50,3,0.1,0.018010054697873413,0.0031033140258037513,-0.01583322471675737,0.08950285084144836,4,"-0.0026,0.0513,-0.0158,0.0204,0.0457,-0.0044,0.0895,0.0006,0.0046,0.0016,-0.0043,0.0294",-0.03855888592443989
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,rerank,30,8,0.06,0.01961601361944329,0.0033418044023918745,-0.018677230633138087,0.10544118550428039,4,"0.0021,0.0620,-0.0161,0.0193,0.0486,-0.0187,0.1054,-0.0092,0.0046,0.0010,-0.0057,0.0421",-0.038587783439722
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,3:2:1,rerank,35,2,0.08,0.018584619337539774,0.006365606877346547,-0.01849060598246477,0.09366272546720715,4,"0.0054,0.0453,-0.0185,0.0269,0.0470,-0.0084,0.0937,-0.0010,0.0038,-0.0082,0.0074,0.0296",-0.03860006218873513
weekly_alpha_auto|meta_portfolio_ensemble,3:1,rerank,40,8,0.06,0.01456737819633689,0.00712987670937457,-0.03228278330665817,0.08958877153035752,3,"0.0035,0.0348,0.0004,0.0283,0.0246,-0.0054,0.0896,0.0018,-0.0001,-0.0323,0.0188,0.0107",-0.03866332877484564
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,3:2:1:1,rerank,40,2,0.08,0.017727321401395393,0.0035177672221754904,-0.015831764611182297,0.08802510009730222,4,"0.0025,0.0479,-0.0158,0.0255,0.0439,-0.0069,0.0880,0.0032,0.0038,-0.0072,-0.0013,0.0291",-0.03871640719866134
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,3:2:1:1,rerank,40,2,0.1,0.017727321401395393,0.0035177672221754904,-0.015831764611182297,0.08802510009730222,4,"0.0025,0.0479,-0.0158,0.0255,0.0439,-0.0069,0.0880,0.0032,0.0038,-0.0072,-0.0013,0.0291",-0.03871640719866134
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,2:1:1:1,rerank,35,2,0.1,0.01955279353586563,0.0015055411999516139,-0.017883887231671752,0.09797693723255482,4,"0.0003,0.0529,-0.0179,0.0232,0.0538,-0.0076,0.0980,-0.0021,0.0026,-0.0028,0.0004,0.0338",-0.03872587644315194
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:1:1,rerank,35,2,0.06,0.017423864558990965,0.007103028378172584,-0.01716439256092596,0.09412384901863975,4,"0.0104,0.0467,-0.0172,0.0222,0.0442,-0.0121,0.0941,-0.0089,0.0020,-0.0038,0.0038,0.0277",-0.038743862464112835
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1,rerank,40,2,0.08,0.01563545295119587,0.0056174879878466265,-0.013488124054402167,0.0691793047081126,4,"-0.0065,0.0535,-0.0135,0.0192,0.0397,-0.0006,0.0692,0.0065,0.0016,0.0047,-0.0100,0.0238",-0.03877217508509144
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1,rerank,40,2,0.1,0.01563545295119587,0.0056174879878466265,-0.013488124054402167,0.0691793047081126,4,"-0.0065,0.0535,-0.0135,0.0192,0.0397,-0.0006,0.0692,0.0065,0.0016,0.0047,-0.0100,0.0238",-0.03877217508509144
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,35,2,0.06,0.015658736991114072,0.0064704614431322725,-0.013975005683575945,0.07020778651127428,4,"-0.0067,0.0576,-0.0140,0.0158,0.0338,-0.0009,0.0702,0.0050,0.0016,0.0079,-0.0104,0.0279",-0.038785127986091815
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:2:1,rerank,50,4,0.06,0.01760780923653009,0.007604260391924789,-0.01781144608253802,0.09385880501507664,4,"0.0113,0.0456,-0.0178,0.0249,0.0433,-0.0130,0.0939,-0.0060,0.0021,-0.0038,0.0039,0.0269",-0.038797780295415286
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:2:1,rerank,50,4,0.08,0.019452582137360338,0.005955108925106737,-0.020120482357089624,0.09670716173539409,4,"0.0037,0.0445,-0.0201,0.0278,0.0551,-0.0083,0.0967,-0.0010,0.0026,-0.0055,0.0083,0.0297",-0.03883317459936142
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,50,3,0.08,0.01606478191569975,0.005062289885491804,-0.014186999579548817,0.0699103715794272,4,"-0.0067,0.0542,-0.0142,0.0187,0.0426,-0.0004,0.0699,0.0065,0.0018,0.0036,-0.0080,0.0248",-0.038928730866382
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,50,3,0.1,0.01606478191569975,0.005062289885491804,-0.014186999579548817,0.0699103715794272,4,"-0.0067,0.0542,-0.0142,0.0187,0.0426,-0.0004,0.0699,0.0065,0.0018,0.0036,-0.0080,0.0248",-0.038928730866382
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1:1,rerank,30,8,0.1,0.02421482443388027,0.020241178053865848,-0.015378557267597695,0.09693667880012939,5,"-0.0006,0.0537,-0.0154,0.0266,0.0697,-0.0085,0.0969,0.0160,-0.0005,-0.0005,0.0244,0.0286",-0.03893995651051859
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1,rerank,30,2,0.08,0.019597064762131664,0.004323606642609806,-0.019737684154793003,0.07715427403411695,4,"-0.0052,0.0622,-0.0197,0.0203,0.0579,-0.0039,0.0772,-0.0017,0.0025,0.0061,0.0023,0.0372",-0.038948463737961195
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:1:1,rerank,35,2,0.08,0.019085466860486355,0.005878025211648038,-0.019678398659991957,0.09655038605175398,4,"0.0053,0.0459,-0.0197,0.0245,0.0543,-0.0090,0.0966,-0.0045,0.0028,-0.0047,0.0064,0.0310",-0.03895816477201441
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1:1,rerank,50,3,0.06,0.016925795317296807,0.0014795456569118729,-0.01389601397322246,0.09456600019408479,4,"-0.0029,0.0497,-0.0139,0.0182,0.0348,-0.0022,0.0946,0.0007,0.0023,0.0007,-0.0050,0.0263",-0.038967949369563104
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:1:1,rerank,35,2,0.1,0.01915896697833631,0.005857928657855668,-0.019847556225606272,0.09645808910581041,4,"0.0052,0.0459,-0.0198,0.0244,0.0547,-0.0091,0.0965,-0.0038,0.0030,-0.0047,0.0065,0.0313",-0.03899218815967075
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,2:1:1:1,rerank,35,2,0.08,0.019448898302621087,0.0014187895006990865,-0.018154585800306634,0.09802318167513617,4,"0.0004,0.0529,-0.0182,0.0232,0.0534,-0.0074,0.0980,-0.0027,0.0024,-0.0026,0.0003,0.0336",-0.03901821632735317
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1:1,blend,0,0,0.1,0.017012593214725976,0.0033984374267634026,-0.01514772687532416,0.07120251437549036,4,"-0.0015,0.0468,-0.0151,0.0214,0.0504,-0.0003,0.0712,0.0032,0.0033,-0.0016,0.0035,0.0228",-0.0390565116824395
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,2:1:1,blend,0,0,0.06,0.016530082551705808,0.0042733423212563265,-0.014930175299043662,0.08272338168534416,4,"0.0049,0.0470,-0.0149,0.0205,0.0406,-0.0076,0.0827,-0.0007,0.0036,-0.0019,0.0031,0.0210",-0.03914601993134349
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,1:1:1,rerank,50,3,0.08,0.018536258670480678,0.0038268450676428828,-0.018169775388824846,0.08931949062534832,4,"0.0026,0.0537,-0.0182,0.0201,0.0533,-0.0086,0.0893,-0.0055,0.0051,0.0016,-0.0023,0.0314",-0.039217553042521364
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,1:1:1,rerank,50,3,0.1,0.018536258670480678,0.0038268450676428828,-0.018169775388824846,0.08931949062534832,4,"0.0026,0.0537,-0.0182,0.0201,0.0533,-0.0086,0.0893,-0.0055,0.0051,0.0016,-0.0023,0.0314",-0.039217553042521364
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,3:2:1,rerank,50,3,0.06,0.016853401267302785,0.007377826760400025,-0.01722344252402682,0.08834885018916441,4,"0.0102,0.0437,-0.0172,0.0252,0.0402,-0.0096,0.0883,-0.0029,0.0035,-0.0080,0.0046,0.0242",-0.0392673162189933
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1,rerank,40,3,0.08,0.019119512318477073,0.003768993478097942,-0.0192142585735999,0.07508173705603269,4,"-0.0041,0.0600,-0.0192,0.0202,0.0571,-0.0027,0.0751,-0.0020,0.0027,0.0049,0.0017,0.0358",-0.03927834478225349
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1,rerank,50,3,0.06,0.015050226987812658,0.006299608881320494,-0.013848184802517732,0.06676456430512004,4,"-0.0053,0.0527,-0.0138,0.0187,0.0342,-0.0009,0.0668,0.0053,0.0014,0.0073,-0.0101,0.0244",-0.039368801229301836
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,3:2:1,rerank,40,2,0.06,0.016722019687574165,0.007395408607715058,-0.01724396942307757,0.08808465132877763,4,"0.0106,0.0438,-0.0172,0.0252,0.0394,-0.0094,0.0881,-0.0035,0.0034,-0.0084,0.0042,0.0246",-0.03940573938395786
weekly_alpha_auto|meta_portfolio_ensemble,3:1,rerank,35,8,0.06,0.014328611444146733,0.007661286214254763,-0.033431476877203346,0.08953828348544814,3,"0.0046,0.0338,0.0004,0.0286,0.0243,-0.0051,0.0895,0.0004,-0.0003,-0.0334,0.0184,0.0108",-0.039431888817898844
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:1:1,rerank,35,2,0.1,0.018048858735548956,0.004968822809085447,-0.018290730355891793,0.07385193458040573,4,"-0.0051,0.0599,-0.0183,0.0206,0.0520,-0.0028,0.0739,0.0003,0.0032,0.0067,-0.0052,0.0314",-0.03943493263526049
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1,rerank,50,4,0.08,0.018846121315199103,0.003586776596158012,-0.018938062458317348,0.0738279316834929,4,"-0.0036,0.0587,-0.0189,0.0202,0.0567,-0.0021,0.0738,-0.0021,0.0028,0.0043,0.0015,0.0348",-0.0394406831809439
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,3:2:1:1,rerank,50,3,0.06,0.017061719778547313,0.003854952636152623,-0.016109415879907607,0.08944563669392887,4,"0.0043,0.0470,-0.0161,0.0251,0.0387,-0.0073,0.0894,0.0015,0.0034,-0.0060,-0.0015,0.0261",-0.039447443958551466
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,4:2:1,rerank,50,3,0.06,0.016314334650511048,0.006991091192621644,-0.016488146570586087,0.08754310987844519,4,"0.0085,0.0427,-0.0165,0.0250,0.0389,-0.0094,0.0875,-0.0014,0.0027,-0.0109,0.0055,0.0233",-0.039481225934054114
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,4:2:1,rerank,40,2,0.06,0.016250303982000103,0.006984608194970571,-0.016448370303675505,0.0873357667790787,4,"0.0087,0.0427,-0.0164,0.0249,0.0388,-0.0094,0.0873,-0.0020,0.0025,-0.0114,0.0052,0.0241",-0.03952333574171403
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,4:2:1,rerank,40,2,0.08,0.017059037190688978,0.006436957804913969,-0.01757261637175849,0.08741902590215862,4,"0.0070,0.0426,-0.0176,0.0254,0.0447,-0.0087,0.0874,-0.0000,0.0032,-0.0120,0.0059,0.0268",-0.03955344529089193
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,4:2:1,rerank,40,2,0.1,0.017059037190688978,0.006436957804913969,-0.01757261637175849,0.08741902590215862,4,"0.0070,0.0426,-0.0176,0.0254,0.0447,-0.0087,0.0874,-0.0000,0.0032,-0.0120,0.0059,0.0268",-0.03955344529089193
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1:1,rerank,35,8,0.1,0.024140560179252785,0.01912230316507865,-0.015732747746789108,0.09829728464910013,5,"-0.0041,0.0541,-0.0157,0.0272,0.0698,-0.0076,0.0983,0.0157,-0.0005,-0.0002,0.0225,0.0301",-0.039562397519297084
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,40,2,0.08,0.01559825827859348,0.004818384670415683,-0.014503288225726878,0.06956819378553877,4,"-0.0071,0.0543,-0.0145,0.0177,0.0402,-0.0001,0.0696,0.0054,0.0015,0.0042,-0.0095,0.0254",-0.03965819925571794
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,40,2,0.1,0.01559825827859348,0.004818384670415683,-0.014503288225726878,0.06956819378553877,4,"-0.0071,0.0543,-0.0145,0.0177,0.0402,-0.0001,0.0696,0.0054,0.0015,0.0042,-0.0095,0.0254",-0.03965819925571794
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,1:1:1:1,rerank,30,2,0.1,0.021181658069953622,0.0035902960969560237,-0.023198497362433873,0.09795616734187333,4,"-0.0020,0.0592,-0.0232,0.0253,0.0652,-0.0092,0.0980,-0.0040,0.0039,0.0001,0.0033,0.0376",-0.039660351518419894
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:2:1,rerank,35,2,0.06,0.017339575424520193,0.006987653329989591,-0.018543640616471485,0.09321757075901349,4,"0.0106,0.0452,-0.0185,0.0250,0.0433,-0.0126,0.0932,-0.0061,0.0018,-0.0043,0.0033,0.0271",-0.039690312946365824
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,3:2:1,rerank,50,3,0.08,0.01759305787972287,0.00644056495987501,-0.018695637900422404,0.08795467820255755,4,"0.0073,0.0433,-0.0187,0.0264,0.0446,-0.0083,0.0880,-0.0003,0.0045,-0.0089,0.0056,0.0277",-0.039692155372568066
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,3:2:1,rerank,50,3,0.1,0.01759305787972287,0.00644056495987501,-0.018695637900422404,0.08795467820255755,4,"0.0073,0.0433,-0.0187,0.0264,0.0446,-0.0083,0.0880,-0.0003,0.0045,-0.0089,0.0056,0.0277",-0.039692155372568066
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,1:1:1,blend,0,0,0.1,0.016473376377788347,0.004632733258593745,-0.015932142398257125,0.06750572637318877,4,"0.0043,0.0486,-0.0159,0.0210,0.0494,-0.0029,0.0675,-0.0031,0.0050,0.0003,-0.0017,0.0252",-0.03969608908358781
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,1:1:1,blend,0,0,0.08,0.016469345641263837,0.004632733258593745,-0.015932142398257125,0.06750572637318877,4,"0.0043,0.0485,-0.0159,0.0210,0.0490,-0.0024,0.0675,-0.0031,0.0050,0.0003,-0.0017,0.0252",-0.03970011982011232
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,3:2:1,rerank,40,2,0.08,0.017222692839462785,0.006776014509643869,-0.01833803015871712,0.08740596974663725,4,"0.0087,0.0435,-0.0183,0.0259,0.0427,-0.0088,0.0874,-0.0014,0.0041,-0.0092,0.0049,0.0272",-0.03974732090287433
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,3:2:1,rerank,40,2,0.1,0.017222692839462785,0.006776014509643869,-0.01833803015871712,0.08740596974663725,4,"0.0087,0.0435,-0.0183,0.0259,0.0427,-0.0088,0.0874,-0.0014,0.0041,-0.0092,0.0049,0.0272",-0.03974732090287433
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:1:1,rerank,50,3,0.06,0.01695068939263127,0.006984355631990163,-0.0180325224538078,0.08949156263555232,4,"0.0104,0.0445,-0.0180,0.0230,0.0435,-0.0099,0.0895,-0.0071,0.0028,-0.0044,0.0036,0.0255",-0.039773517390056363
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,4:2:1:1,rerank,40,2,0.06,0.01681751227384819,0.0031703344274333677,-0.015959742444520225,0.0900806716669747,4,"0.0034,0.0481,-0.0160,0.0249,0.0365,-0.0065,0.0901,0.0020,0.0030,-0.0091,-0.0001,0.0254",-0.03980723286463394
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,3:2:1:1,rerank,40,2,0.06,0.0169464213431378,0.003641398400420796,-0.01647304677502362,0.08894330425044615,4,"0.0041,0.0475,-0.0165,0.0252,0.0386,-0.0071,0.0889,0.0013,0.0032,-0.0065,-0.0021,0.0268",-0.039844987201750136
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,4:2:1,rerank,40,2,0.06,0.014936910836674026,0.0059478754054238595,-0.014294224067330968,0.06746548227863289,4,"-0.0056,0.0529,-0.0143,0.0182,0.0343,-0.0003,0.0675,0.0048,0.0013,0.0071,-0.0112,0.0246",-0.0398552609820974
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:1:1,rerank,40,2,0.06,0.01679744326493503,0.006925290942306164,-0.01801806967444737,0.08879309016255024,4,"0.0109,0.0445,-0.0180,0.0227,0.0437,-0.0098,0.0888,-0.0081,0.0028,-0.0048,0.0030,0.0259",-0.03993581125704154
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,1:1:1,rerank,40,2,0.08,0.018036018625158162,0.004107410517505101,-0.01872147048822951,0.0885973111900651,4,"0.0033,0.0537,-0.0187,0.0193,0.0512,-0.0089,0.0886,-0.0068,0.0049,0.0021,-0.0033,0.0311",-0.039964640512528016
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,1:1:1,rerank,40,2,0.1,0.018036018625158162,0.004107410517505101,-0.01872147048822951,0.0885973111900651,4,"0.0033,0.0537,-0.0187,0.0193,0.0512,-0.0089,0.0886,-0.0068,0.0049,0.0021,-0.0033,0.0311",-0.039964640512528016
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:2:1,rerank,35,2,0.08,0.01876294720133583,0.00577486634503736,-0.02091160868612678,0.09336187589899606,4,"0.0056,0.0446,-0.0209,0.0270,0.0535,-0.0095,0.0934,-0.0019,0.0028,-0.0058,0.0060,0.0306",-0.04005155810682903
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,3:2:1,rerank,50,3,0.06,0.015099209269246398,0.005628784099909868,-0.014769633464225454,0.0670999363357371,4,"-0.0050,0.0535,-0.0148,0.0171,0.0346,-0.0003,0.0671,0.0043,0.0013,0.0069,-0.0097,0.0260",-0.04007393557931591
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:2:1,rerank,35,2,0.1,0.018837204407587547,0.005755011948208863,-0.021077871392524816,0.09327706371866933,4,"0.0054,0.0446,-0.0211,0.0270,0.0539,-0.0096,0.0933,-0.0013,0.0029,-0.0059,0.0061,0.0308",-0.04008301484346469
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:1:1,rerank,50,3,0.08,0.017961341983394222,0.006070161392428773,-0.020026508613727748,0.08992214228308348,4,"0.0074,0.0441,-0.0200,0.0243,0.0508,-0.0086,0.0899,-0.0042,0.0038,-0.0056,0.0047,0.0290",-0.040233514767113794
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:1:1,rerank,50,3,0.1,0.017961341983394222,0.006070161392428773,-0.020026508613727748,0.08992214228308348,4,"0.0074,0.0441,-0.0200,0.0243,0.0508,-0.0086,0.0899,-0.0042,0.0038,-0.0056,0.0047,0.0290",-0.040233514767113794
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:1:1,rerank,40,2,0.08,0.017487113993228012,0.006323733286825013,-0.019535290006456082,0.08882435105692936,4,"0.0089,0.0443,-0.0195,0.0236,0.0486,-0.0091,0.0888,-0.0058,0.0036,-0.0057,0.0038,0.0285",-0.04033694002459813
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:1:1,rerank,40,2,0.1,0.017487113993228012,0.006323733286825013,-0.019535290006456082,0.08882435105692936,4,"0.0089,0.0443,-0.0195,0.0236,0.0486,-0.0091,0.0888,-0.0058,0.0036,-0.0057,0.0038,0.0285",-0.04033694002459813
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:1:1,blend,0,0,0.06,0.016167170481640514,0.008146594055047966,-0.0183311653059963,0.07619466472953396,4,"0.0105,0.0449,-0.0183,0.0224,0.0429,-0.0100,0.0762,-0.0012,0.0039,-0.0041,0.0058,0.0212",-0.040387550485442875
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:2:1,rerank,50,3,0.06,0.016852283951760708,0.006865830950213207,-0.019121928900011263,0.08815250502067559,4,"0.0105,0.0431,-0.0191,0.0254,0.0432,-0.0105,0.0882,-0.0040,0.0028,-0.0055,0.0032,0.0251",-0.04056112410318209
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,1:1:1,rerank,40,4,0.06,0.01904361906680454,0.005985853181086442,-0.022350785874397983,0.10110582282040853,4,"0.0058,0.0637,-0.0224,0.0174,0.0499,-0.0152,0.1011,-0.0124,0.0034,0.0062,-0.0039,0.0349",-0.04057109650350832
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,1:1:1,rerank,50,4,0.06,0.01803930853524383,0.005460695302416987,-0.020541179782842492,0.09512807576026344,4,"0.0058,0.0576,-0.0205,0.0186,0.0473,-0.0136,0.0951,-0.0102,0.0036,0.0051,-0.0027,0.0304",-0.04064719074373657
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,1:1:1,rerank,35,3,0.06,0.018921649867417695,0.00580256421824153,-0.022231236231701444,0.10085548173906604,4,"0.0054,0.0633,-0.0222,0.0175,0.0495,-0.0153,0.1009,-0.0121,0.0032,0.0062,-0.0039,0.0345",-0.040676322606130716
weekly_alpha_auto|weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,1:1:1:1,rerank,40,8,0.1,0.023920410477338627,0.01735020686060822,-0.01634081689334846,0.09949739938958206,5,"-0.0062,0.0545,-0.0163,0.0273,0.0698,-0.0061,0.0995,0.0138,-0.0003,-0.0007,0.0209,0.0308",-0.04067901760048798
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:2:1,rerank,40,2,0.06,0.016758489224440037,0.006828380268811774,-0.019195341388378216,0.08788129583974605,4,"0.0110,0.0429,-0.0192,0.0253,0.0431,-0.0102,0.0879,-0.0045,0.0026,-0.0058,0.0026,0.0255",-0.040710201527943364
weekly_alpha_floor|weekly_alpha_current|weekly_cycle_tree,2:1:1,blend,0,0,0.1,0.015200932086503157,0.00305453991886408,-0.014849820288632284,0.054059792050251104,4,"-0.0007,0.0495,-0.0148,0.0213,0.0484,-0.0003,0.0541,0.0013,0.0037,0.0024,-0.0039,0.0216",-0.040792598111016994
weekly_alpha_auto|meta_portfolio_ensemble|weekly_alpha_floor|weekly_cycle_tree,1:1:1:1,rerank,30,8,0.06,0.01981050454096815,0.0037663296480276924,-0.0229217215946204,0.103270969048229,4,"0.0026,0.0639,-0.0229,0.0205,0.0533,-0.0097,0.1033,-0.0166,0.0044,0.0031,-0.0050,0.0409",-0.040812629521395784
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,1:1:1,rerank,40,3,0.06,0.01825509951761713,0.005396646160727577,-0.021158764959681747,0.09718231637598204,4,"0.0053,0.0590,-0.0212,0.0183,0.0479,-0.0144,0.0972,-0.0107,0.0035,0.0055,-0.0030,0.0316",-0.04082116560997365
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,2:2:1,blend,0,0,0.06,0.015572500743418094,0.008434598538513766,-0.018208806217582946,0.06768067844783007,4,"0.0121,0.0438,-0.0182,0.0245,0.0427,-0.0108,0.0677,-0.0000,0.0036,-0.0040,0.0047,0.0208",-0.040822403425577546
weekly_alpha_auto|meta_portfolio_ensemble|weekly_cycle_tree,1:1:1,rerank,35,3,0.1,0.021751790305973285,0.006661772250866886,-0.027626214928432064,0.10265401018531722,4,"0.0005,0.0508,-0.0276,0.0280,0.0736,-0.0113,0.1027,-0.0026,0.0043,-0.0022,0.0091,0.0359",-0.04082540697582589
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,1:1:1,rerank,50,3,0.06,0.017175731681911586,0.0046520959515904585,-0.0190004439358519,0.0877657119948327,4,"0.0052,0.0534,-0.0190,0.0191,0.0460,-0.0098,0.0878,-0.0085,0.0041,0.0032,-0.0037,0.0283",-0.04082890589412242
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,1:1:1,rerank,35,2,0.06,0.01794654300619544,0.004983431494125477,-0.020529115654514457,0.09404123001755396,4,"0.0052,0.0573,-0.0205,0.0186,0.0476,-0.0129,0.0940,-0.0100,0.0036,0.0048,-0.0032,0.0309",-0.04087589693827559
weekly_alpha_auto|weekly_alpha_floor|weekly_cycle_tree,1:1:1,rerank,30,8,0.06,0.019658586340091346,0.0038005162720874323,-0.022908483055163825,0.1054187933430111,4,"0.0026,0.0644,-0.0229,0.0176,0.0554,-0.0185,0.1054,-0.0139,0.0044,0.0032,-0.0050,0.0432",-0.04094634861138072
