k_sim,top_n,top_k,power,max_weight,penalty,mean_excess,min_excess,max_excess,neg_windows,vals,choices
50,5,50,1,0.08,0.0,0.0063779495972675045,-0.025905849007302202,0.0324267492909203,3,"0.00414,-0.00007,-0.01229,0.00479,-0.02591,0.01781,0.01493,0.00767,0.00952,0.00230,0.02122,0.03243",ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_5d:low / overnight_vol_20d:low|ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_2d:high|gap_mean_20d:high / amount_trend_5_20:low|overnight_vol_20d:low|intraday_mean_5d:low / ret_1d:high|ret_2d:high|drawdown_20d:low / drawdown_20d:low|amount_trend_5_20:low|ret_5d:low / ret_1d:high|ret_2d:high|ret_3d:high / ret_1d:high|ret_2d:high|drawdown_20d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high
50,5,50,1,0.1,0.0,0.0063779495972675045,-0.025905849007302202,0.0324267492909203,3,"0.00414,-0.00007,-0.01229,0.00479,-0.02591,0.01781,0.01493,0.00767,0.00952,0.00230,0.02122,0.03243",ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_5d:low / overnight_vol_20d:low|ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_2d:high|gap_mean_20d:high / amount_trend_5_20:low|overnight_vol_20d:low|intraday_mean_5d:low / ret_1d:high|ret_2d:high|drawdown_20d:low / drawdown_20d:low|amount_trend_5_20:low|ret_5d:low / ret_1d:high|ret_2d:high|ret_3d:high / ret_1d:high|ret_2d:high|drawdown_20d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high
30,2,50,4,0.1,0.25,0.006374405149324359,-0.06492192831031475,0.049650615389917455,4,"0.02052,0.00552,-0.06492,-0.02802,-0.03053,0.02341,0.01238,-0.02530,0.02677,0.03773,0.04928,0.04965",ret_1d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_10d:low / ret_1d:high|gap_mean_20d:high / overnight_vol_20d:low|vol_ratio_5_20:low / ret_1d:high|ret_2d:high / amount_trend_5_20:low|intraday_mean_5d:low / ret_1d:high|ret_5d:low / intraday_mean_5d:low|ret_5d:low / range_vol_20d:low|overnight_vol_20d:low / ret_1d:high|ret_2d:high / ret_1d:high|ret_2d:high
20,3,40,6,0.08,0.25,0.006353608695465768,-0.03641206720481331,0.03840560823746901,4,"0.00047,-0.03157,-0.03641,0.02819,-0.02962,0.02090,0.02092,-0.02381,0.03149,0.03785,0.03841,0.01943",ret_1d:high|amount_z_20d:high|volume_z_20d:high / ret_1d:high|ret_10d:low|gap_mean_20d:high / ret_1d:high|amount_z_20d:high|volume_z_20d:high / ret_5d:low|ret_10d:low|ret_3d:low / overnight_vol_20d:low|range_vol_20d:low|volume_z_20d:high / ret_1d:high|drawdown_20d:high|ret_3d:high / intraday_mean_5d:low|ret_5d:low|range_vol_20d:low / amount_trend_5_20:low|intraday_mean_5d:low|ret_15d:low / intraday_mean_5d:low|ret_5d:low|intraday_mean_20d:low / range_vol_20d:low|overnight_vol_20d:low|vol_5d:low / drawdown_20d:high|ret_1d:high|ret_2d:high / ret_1d:high|ret_2d:high|amount_z_20d:high
30,3,40,2,0.06,0.5,0.0063527124368093916,-0.05314364464956826,0.03777904752791991,4,"0.02258,-0.00776,-0.05314,0.00583,-0.02824,0.01700,0.00967,-0.00965,0.02193,0.03180,0.02844,0.03778",ret_1d:high|ret_15d:low|ret_2d:high / ret_1d:high|ret_10d:low|ret_15d:low / ret_1d:high|ret_10d:low|ret_15d:low / ret_1d:high|ret_5d:low|gap_mean_20d:high / overnight_vol_20d:low|vol_5d:low|vol_ratio_5_20:low / ret_1d:high|drawdown_20d:high|amount_z_20d:high / amount_trend_5_20:low|intraday_mean_5d:low|ret_5d:low / vol_ratio_5_20:low|ret_5d:low|vol_5d:low / ret_5d:low|gap_mean_20d:high|intraday_mean_5d:low / range_vol_20d:low|overnight_vol_20d:low|vol_5d:low / ret_1d:high|amount_z_20d:high|volume_z_20d:high / ret_1d:high|ret_2d:high|drawdown_20d:high
50,2,40,2,0.08,0.0,0.006350493773193498,-0.02665044058492795,0.04119795939912059,4,"0.02318,0.00152,-0.00270,-0.02665,-0.02386,0.01526,0.01412,-0.02327,0.01132,0.01565,0.04120,0.03043",ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / overnight_vol_20d:low|ret_1d:high / ret_1d:high|ret_2d:high / amount_trend_5_20:low|overnight_vol_20d:low / ret_1d:high|ret_2d:high / drawdown_20d:low|amount_trend_5_20:low / ret_1d:high|ret_2d:high / ret_1d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high
50,2,40,2,0.1,0.0,0.006350493773193498,-0.02665044058492795,0.04119795939912059,4,"0.02318,0.00152,-0.00270,-0.02665,-0.02386,0.01526,0.01412,-0.02327,0.01132,0.01565,0.04120,0.03043",ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / overnight_vol_20d:low|ret_1d:high / ret_1d:high|ret_2d:high / amount_trend_5_20:low|overnight_vol_20d:low / ret_1d:high|ret_2d:high / drawdown_20d:low|amount_trend_5_20:low / ret_1d:high|ret_2d:high / ret_1d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high
12,2,50,4,0.08,0.0,0.00634576033112326,-0.05811968905161987,0.046880992278304,5,"0.01585,-0.00043,-0.05812,0.01194,-0.02915,0.02452,0.02546,-0.01590,0.02607,-0.01714,0.04688,0.04617",ret_1d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_10d:low / ret_10d:low|ret_1d:high / overnight_vol_20d:low|range_vol_20d:low / ret_1d:high|ret_2d:high / intraday_mean_5d:low|ret_1d:high / ret_1d:high|intraday_mean_5d:low / intraday_mean_20d:low|drawdown_20d:low / obv_20d:high|ret_1d:high / ret_1d:high|ret_2d:high / ret_1d:high|ret_2d:high
20,2,50,6,0.08,0.25,0.006337956682692287,-0.04336911410586088,0.04700810257890631,6,"-0.00086,-0.04337,-0.03737,0.03140,-0.02941,0.02767,-0.00480,-0.02337,0.03022,0.03868,0.04025,0.04701",ret_1d:high|amount_z_20d:high / ret_1d:high|ret_10d:low / ret_1d:high|amount_z_20d:high / ret_5d:low|ret_10d:low / overnight_vol_20d:low|range_vol_20d:low / ret_1d:high|drawdown_20d:high / intraday_mean_5d:low|ret_5d:low / amount_trend_5_20:low|intraday_mean_5d:low / intraday_mean_5d:low|ret_5d:low / range_vol_20d:low|overnight_vol_20d:low / drawdown_20d:high|ret_1d:high / ret_1d:high|ret_2d:high
999,1,50,1,0.06,0.0,0.006319906117444305,-0.02117032295133681,0.027059376188814332,4,"0.02339,-0.00535,-0.02117,-0.01389,0.00878,0.00047,0.00754,-0.00681,0.02089,0.01277,0.02217,0.02706",ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high
999,1,50,1,0.06,0.25,0.006319906117444305,-0.02117032295133681,0.027059376188814332,4,"0.02339,-0.00535,-0.02117,-0.01389,0.00878,0.00047,0.00754,-0.00681,0.02089,0.01277,0.02217,0.02706",ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high
999,1,50,1,0.08,0.0,0.006319906117444305,-0.02117032295133681,0.027059376188814332,4,"0.02339,-0.00535,-0.02117,-0.01389,0.00878,0.00047,0.00754,-0.00681,0.02089,0.01277,0.02217,0.02706",ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high
999,1,50,1,0.08,0.25,0.006319906117444305,-0.02117032295133681,0.027059376188814332,4,"0.02339,-0.00535,-0.02117,-0.01389,0.00878,0.00047,0.00754,-0.00681,0.02089,0.01277,0.02217,0.02706",ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high
999,1,50,1,0.1,0.0,0.006319906117444305,-0.02117032295133681,0.027059376188814332,4,"0.02339,-0.00535,-0.02117,-0.01389,0.00878,0.00047,0.00754,-0.00681,0.02089,0.01277,0.02217,0.02706",ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high
999,1,50,1,0.1,0.25,0.006319906117444305,-0.02117032295133681,0.027059376188814332,4,"0.02339,-0.00535,-0.02117,-0.01389,0.00878,0.00047,0.00754,-0.00681,0.02089,0.01277,0.02217,0.02706",ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high
30,2,30,2,0.1,0.25,0.006293510796052165,-0.06662878547143151,0.05096631302932356,4,"0.01994,0.00564,-0.06663,-0.02979,-0.03055,0.02446,0.01243,-0.02524,0.02709,0.03805,0.05097,0.04916",ret_1d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_10d:low / ret_1d:high|gap_mean_20d:high / overnight_vol_20d:low|vol_ratio_5_20:low / ret_1d:high|ret_2d:high / amount_trend_5_20:low|intraday_mean_5d:low / ret_1d:high|ret_5d:low / intraday_mean_5d:low|ret_5d:low / range_vol_20d:low|overnight_vol_20d:low / ret_1d:high|ret_2d:high / ret_1d:high|ret_2d:high
12,3,30,1,0.08,0.0,0.006284867511279191,-0.027134510214793413,0.04434387387280965,5,"-0.01078,-0.00231,-0.02713,0.02229,-0.02680,0.00844,0.02006,-0.02261,0.02702,0.00453,0.04434,0.03838",ret_1d:high|ret_2d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:high / ret_1d:high|ret_10d:low|ret_3d:low / ret_10d:low|ret_1d:high|overnight_vol_20d:low / overnight_vol_20d:low|range_vol_20d:low|ret_1d:high / ret_1d:high|ret_2d:high|ret_3d:high / intraday_mean_5d:low|ret_1d:high|ret_5d:low / ret_1d:high|intraday_mean_5d:low|ret_2d:high / intraday_mean_20d:low|drawdown_20d:low|ret_15d:low / obv_20d:high|ret_1d:high|downside_vol_20d:high / ret_1d:high|ret_2d:high|ret_3d:high / ret_1d:high|ret_2d:high|ret_3d:high
12,3,30,1,0.1,0.0,0.006284867511279191,-0.027134510214793413,0.04434387387280965,5,"-0.01078,-0.00231,-0.02713,0.02229,-0.02680,0.00844,0.02006,-0.02261,0.02702,0.00453,0.04434,0.03838",ret_1d:high|ret_2d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:high / ret_1d:high|ret_10d:low|ret_3d:low / ret_10d:low|ret_1d:high|overnight_vol_20d:low / overnight_vol_20d:low|range_vol_20d:low|ret_1d:high / ret_1d:high|ret_2d:high|ret_3d:high / intraday_mean_5d:low|ret_1d:high|ret_5d:low / ret_1d:high|intraday_mean_5d:low|ret_2d:high / intraday_mean_20d:low|drawdown_20d:low|ret_15d:low / obv_20d:high|ret_1d:high|downside_vol_20d:high / ret_1d:high|ret_2d:high|ret_3d:high / ret_1d:high|ret_2d:high|ret_3d:high
999,2,40,6,0.06,0.25,0.006241076408152991,-0.03691795962947347,0.037280879576416896,5,"0.03115,-0.00731,-0.03692,-0.02339,-0.02780,0.01654,0.02977,-0.00257,0.01493,0.02520,0.01800,0.03728",ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|gap_mean_20d:high
20,2,40,4,0.08,0.25,0.00622313796128703,-0.043165367713674865,0.046389264034677094,6,"-0.00106,-0.04317,-0.03723,0.03133,-0.02934,0.02755,-0.00486,-0.02312,0.02985,0.03840,0.03993,0.04639",ret_1d:high|amount_z_20d:high / ret_1d:high|ret_10d:low / ret_1d:high|amount_z_20d:high / ret_5d:low|ret_10d:low / overnight_vol_20d:low|range_vol_20d:low / ret_1d:high|drawdown_20d:high / intraday_mean_5d:low|ret_5d:low / amount_trend_5_20:low|intraday_mean_5d:low / intraday_mean_5d:low|ret_5d:low / range_vol_20d:low|overnight_vol_20d:low / drawdown_20d:high|ret_1d:high / ret_1d:high|ret_2d:high
30,1,50,4,0.06,0.25,0.006218016398502166,-0.03476409574316799,0.037638776790039484,4,"0.02640,0.00431,-0.03476,-0.01719,-0.03140,0.01015,0.00289,-0.01516,0.02534,0.02974,0.03666,0.03764",ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / overnight_vol_20d:low / ret_1d:high / amount_trend_5_20:low / ret_1d:high / intraday_mean_5d:low / range_vol_20d:low / ret_1d:high / ret_1d:high
20,3,30,4,0.08,0.25,0.006210450467699633,-0.03636426438902006,0.0381973451547141,4,"0.00025,-0.03203,-0.03636,0.02825,-0.02969,0.01993,0.02129,-0.02384,0.03189,0.03775,0.03820,0.01889",ret_1d:high|amount_z_20d:high|volume_z_20d:high / ret_1d:high|ret_10d:low|gap_mean_20d:high / ret_1d:high|amount_z_20d:high|volume_z_20d:high / ret_5d:low|ret_10d:low|ret_3d:low / overnight_vol_20d:low|range_vol_20d:low|volume_z_20d:high / ret_1d:high|drawdown_20d:high|ret_3d:high / intraday_mean_5d:low|ret_5d:low|range_vol_20d:low / amount_trend_5_20:low|intraday_mean_5d:low|ret_15d:low / intraday_mean_5d:low|ret_5d:low|intraday_mean_20d:low / range_vol_20d:low|overnight_vol_20d:low|vol_5d:low / drawdown_20d:high|ret_1d:high|ret_2d:high / ret_1d:high|ret_2d:high|amount_z_20d:high
50,3,40,1,0.06,0.0,0.0062080613184478245,-0.021572696532785762,0.03160755378140748,4,"0.01379,0.00142,-0.00966,-0.00274,-0.02157,0.02040,0.00611,-0.01183,0.00590,0.01857,0.02251,0.03161",ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_5d:low / overnight_vol_20d:low|ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_2d:high|gap_mean_20d:high / amount_trend_5_20:low|overnight_vol_20d:low|intraday_mean_5d:low / ret_1d:high|ret_2d:high|drawdown_20d:low / drawdown_20d:low|amount_trend_5_20:low|ret_5d:low / ret_1d:high|ret_2d:high|ret_3d:high / ret_1d:high|ret_2d:high|drawdown_20d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high
50,3,40,1,0.08,0.0,0.0062080613184478245,-0.021572696532785762,0.03160755378140748,4,"0.01379,0.00142,-0.00966,-0.00274,-0.02157,0.02040,0.00611,-0.01183,0.00590,0.01857,0.02251,0.03161",ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_5d:low / overnight_vol_20d:low|ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_2d:high|gap_mean_20d:high / amount_trend_5_20:low|overnight_vol_20d:low|intraday_mean_5d:low / ret_1d:high|ret_2d:high|drawdown_20d:low / drawdown_20d:low|amount_trend_5_20:low|ret_5d:low / ret_1d:high|ret_2d:high|ret_3d:high / ret_1d:high|ret_2d:high|drawdown_20d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high
50,3,40,1,0.1,0.0,0.0062080613184478245,-0.021572696532785762,0.03160755378140748,4,"0.01379,0.00142,-0.00966,-0.00274,-0.02157,0.02040,0.00611,-0.01183,0.00590,0.01857,0.02251,0.03161",ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high|ret_5d:low / overnight_vol_20d:low|ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_2d:high|gap_mean_20d:high / amount_trend_5_20:low|overnight_vol_20d:low|intraday_mean_5d:low / ret_1d:high|ret_2d:high|drawdown_20d:low / drawdown_20d:low|amount_trend_5_20:low|ret_5d:low / ret_1d:high|ret_2d:high|ret_3d:high / ret_1d:high|ret_2d:high|drawdown_20d:high / ret_1d:high|gap_mean_20d:high|ret_2d:high
50,5,40,2,0.08,0.5,0.00620625929842221,-0.03234073542737572,0.035884249104249206,4,"0.02441,-0.00928,-0.03234,0.00628,-0.02658,0.01319,0.02110,0.02309,0.01604,-0.00140,0.03588,0.00408",ret_1d:high|ret_3d:low|drawdown_20d:low / ret_15d:low|ret_1d:high|ret_10d:low / ret_1d:high|gap_mean_20d:high|ret_10d:low / ret_1d:high|ret_5d:low|volume_z_20d:high / overnight_vol_20d:low|range_vol_20d:low|vol_5d:low / ret_1d:high|ret_2d:high|drawdown_20d:high / overnight_vol_20d:low|amount_trend_5_20:low|range_vol_20d:low / amount_trend_5_20:low|vol_ratio_5_20:low|vol_5d:low / amount_trend_5_20:low|vol_5d:low|close_location_ma20:low / ret_2d:high|vol_5d:low|amount_trend_5_20:low / ret_1d:high|ret_2d:high|drawdown_20d:high / ret_1d:high|drawdown_20d:high|ret_10d:low
50,5,40,2,0.1,0.5,0.00620625929842221,-0.03234073542737572,0.035884249104249206,4,"0.02441,-0.00928,-0.03234,0.00628,-0.02658,0.01319,0.02110,0.02309,0.01604,-0.00140,0.03588,0.00408",ret_1d:high|ret_3d:low|drawdown_20d:low / ret_15d:low|ret_1d:high|ret_10d:low / ret_1d:high|gap_mean_20d:high|ret_10d:low / ret_1d:high|ret_5d:low|volume_z_20d:high / overnight_vol_20d:low|range_vol_20d:low|vol_5d:low / ret_1d:high|ret_2d:high|drawdown_20d:high / overnight_vol_20d:low|amount_trend_5_20:low|range_vol_20d:low / amount_trend_5_20:low|vol_ratio_5_20:low|vol_5d:low / amount_trend_5_20:low|vol_5d:low|close_location_ma20:low / ret_2d:high|vol_5d:low|amount_trend_5_20:low / ret_1d:high|ret_2d:high|drawdown_20d:high / ret_1d:high|drawdown_20d:high|ret_10d:low
999,3,40,6,0.06,0.25,0.006198946830006957,-0.03691795962947347,0.06266570195845123,4,"0.03284,0.02784,-0.03692,-0.02339,-0.01288,-0.02359,0.02250,0.00579,0.06267,0.00241,0.00537,0.01174",ret_1d:high|gap_mean_20d:high|amount_trend_5_20:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|ret_5d:low / ret_1d:high|gap_mean_20d:high|ret_5d:low / ret_1d:high|gap_mean_20d:high|ret_5d:low / ret_1d:high|gap_mean_20d:high|ret_5d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:low
30,1,30,6,0.06,0.25,0.0061866666514052695,-0.03868986319189406,0.03974937366114509,4,"0.02748,0.01055,-0.03869,-0.02650,-0.03224,0.00345,0.00473,-0.00399,0.02606,0.03249,0.03975,0.03115",ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / overnight_vol_20d:low / ret_1d:high / amount_trend_5_20:low / ret_1d:high / intraday_mean_5d:low / range_vol_20d:low / ret_1d:high / ret_1d:high
30,3,50,6,0.06,0.5,0.006181107295779716,-0.057059672540875274,0.03375146265345156,4,"0.02714,-0.00657,-0.05706,0.00901,-0.02874,0.01399,0.00920,-0.00960,0.01887,0.03136,0.03282,0.03375",ret_1d:high|ret_15d:low|ret_2d:high / ret_1d:high|ret_10d:low|ret_15d:low / ret_1d:high|ret_10d:low|ret_15d:low / ret_1d:high|ret_5d:low|gap_mean_20d:high / overnight_vol_20d:low|vol_5d:low|vol_ratio_5_20:low / ret_1d:high|drawdown_20d:high|amount_z_20d:high / amount_trend_5_20:low|intraday_mean_5d:low|ret_5d:low / vol_ratio_5_20:low|ret_5d:low|vol_5d:low / ret_5d:low|gap_mean_20d:high|intraday_mean_5d:low / range_vol_20d:low|overnight_vol_20d:low|vol_5d:low / ret_1d:high|amount_z_20d:high|volume_z_20d:high / ret_1d:high|ret_2d:high|drawdown_20d:high
30,3,30,2,0.06,0.5,0.00617535312156034,-0.056628610265413395,0.03406387873094404,4,"0.02610,-0.00665,-0.05663,0.00843,-0.02844,0.01425,0.00989,-0.00979,0.01907,0.03128,0.03251,0.03406",ret_1d:high|ret_15d:low|ret_2d:high / ret_1d:high|ret_10d:low|ret_15d:low / ret_1d:high|ret_10d:low|ret_15d:low / ret_1d:high|ret_5d:low|gap_mean_20d:high / overnight_vol_20d:low|vol_5d:low|vol_ratio_5_20:low / ret_1d:high|drawdown_20d:high|amount_z_20d:high / amount_trend_5_20:low|intraday_mean_5d:low|ret_5d:low / vol_ratio_5_20:low|ret_5d:low|vol_5d:low / ret_5d:low|gap_mean_20d:high|intraday_mean_5d:low / range_vol_20d:low|overnight_vol_20d:low|vol_5d:low / ret_1d:high|amount_z_20d:high|volume_z_20d:high / ret_1d:high|ret_2d:high|drawdown_20d:high
30,1,50,6,0.06,0.25,0.00617085544855138,-0.036151456458757315,0.03592040522337107,4,"0.02714,0.00762,-0.03615,-0.02049,-0.03182,0.00826,0.00272,-0.01142,0.02676,0.03146,0.03592,0.03405",ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / overnight_vol_20d:low / ret_1d:high / amount_trend_5_20:low / ret_1d:high / intraday_mean_5d:low / range_vol_20d:low / ret_1d:high / ret_1d:high
20,2,40,6,0.08,0.25,0.006166489536572939,-0.04403296687540721,0.04621181267021032,5,"0.00030,-0.04403,-0.03853,0.03221,-0.02962,0.02554,-0.00507,-0.02381,0.03149,0.03894,0.04038,0.04621",ret_1d:high|amount_z_20d:high / ret_1d:high|ret_10d:low / ret_1d:high|amount_z_20d:high / ret_5d:low|ret_10d:low / overnight_vol_20d:low|range_vol_20d:low / ret_1d:high|drawdown_20d:high / intraday_mean_5d:low|ret_5d:low / amount_trend_5_20:low|intraday_mean_5d:low / intraday_mean_5d:low|ret_5d:low / range_vol_20d:low|overnight_vol_20d:low / drawdown_20d:high|ret_1d:high / ret_1d:high|ret_2d:high
12,3,30,1,0.06,0.0,0.006162687219726568,-0.027242440465561058,0.04415344027354142,5,"-0.01081,-0.00226,-0.02724,0.02229,-0.02680,0.00787,0.01936,-0.02240,0.02660,0.00507,0.04415,0.03812",ret_1d:high|ret_2d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:high / ret_1d:high|ret_10d:low|ret_3d:low / ret_10d:low|ret_1d:high|overnight_vol_20d:low / overnight_vol_20d:low|range_vol_20d:low|ret_1d:high / ret_1d:high|ret_2d:high|ret_3d:high / intraday_mean_5d:low|ret_1d:high|ret_5d:low / ret_1d:high|intraday_mean_5d:low|ret_2d:high / intraday_mean_20d:low|drawdown_20d:low|ret_15d:low / obv_20d:high|ret_1d:high|downside_vol_20d:high / ret_1d:high|ret_2d:high|ret_3d:high / ret_1d:high|ret_2d:high|ret_3d:high
12,3,40,2,0.06,0.0,0.006151466442620127,-0.02833852045195874,0.04467059520610266,5,"-0.01003,-0.00103,-0.02834,0.02157,-0.02694,0.00920,0.01913,-0.02245,0.02638,0.00346,0.04467,0.03819",ret_1d:high|ret_2d:high|ret_15d:low / ret_1d:high|gap_mean_20d:high|drawdown_20d:high / ret_1d:high|ret_10d:low|ret_3d:low / ret_10d:low|ret_1d:high|overnight_vol_20d:low / overnight_vol_20d:low|range_vol_20d:low|ret_1d:high / ret_1d:high|ret_2d:high|ret_3d:high / intraday_mean_5d:low|ret_1d:high|ret_5d:low / ret_1d:high|intraday_mean_5d:low|ret_2d:high / intraday_mean_20d:low|drawdown_20d:low|ret_15d:low / obv_20d:high|ret_1d:high|downside_vol_20d:high / ret_1d:high|ret_2d:high|ret_3d:high / ret_1d:high|ret_2d:high|ret_3d:high
30,1,30,4,0.06,0.25,0.006146231313395446,-0.038013742708319524,0.03803593946290043,4,"0.02788,0.01097,-0.03801,-0.02471,-0.03224,0.00529,0.00390,-0.00692,0.02605,0.03209,0.03804,0.03143",ret_1d:high / ret_1d:high / ret_1d:high / ret_1d:high / overnight_vol_20d:low / ret_1d:high / amount_trend_5_20:low / ret_1d:high / intraday_mean_5d:low / range_vol_20d:low / ret_1d:high / ret_1d:high
30,3,40,4,0.06,0.5,0.006119699374752287,-0.05711048504096918,0.033783282545127136,4,"0.02660,-0.00661,-0.05711,0.00882,-0.02866,0.01420,0.00933,-0.00965,0.01888,0.03132,0.03254,0.03378",ret_1d:high|ret_15d:low|ret_2d:high / ret_1d:high|ret_10d:low|ret_15d:low / ret_1d:high|ret_10d:low|ret_15d:low / ret_1d:high|ret_5d:low|gap_mean_20d:high / overnight_vol_20d:low|vol_5d:low|vol_ratio_5_20:low / ret_1d:high|drawdown_20d:high|amount_z_20d:high / amount_trend_5_20:low|intraday_mean_5d:low|ret_5d:low / vol_ratio_5_20:low|ret_5d:low|vol_5d:low / ret_5d:low|gap_mean_20d:high|intraday_mean_5d:low / range_vol_20d:low|overnight_vol_20d:low|vol_5d:low / ret_1d:high|amount_z_20d:high|volume_z_20d:high / ret_1d:high|ret_2d:high|drawdown_20d:high
12,2,30,2,0.08,0.0,0.006118671612794779,-0.05929531760972248,0.048048660998836534,5,"0.01550,-0.00227,-0.05930,0.01179,-0.02919,0.02516,0.02689,-0.01668,0.02669,-0.01911,0.04805,0.04590",ret_1d:high|ret_2d:high / ret_1d:high|gap_mean_20d:high / ret_1d:high|ret_10d:low / ret_10d:low|ret_1d:high / overnight_vol_20d:low|range_vol_20d:low / ret_1d:high|ret_2d:high / intraday_mean_5d:low|ret_1d:high / ret_1d:high|intraday_mean_5d:low / intraday_mean_20d:low|drawdown_20d:low / obv_20d:high|ret_1d:high / ret_1d:high|ret_2d:high / ret_1d:high|ret_2d:high
30,3,30,4,0.06,0.5,0.0061144754873719495,-0.05775222893200561,0.031952906187046895,4,"0.02788,-0.00110,-0.05775,0.01038,-0.02896,0.01096,0.01006,-0.00916,0.01765,0.03049,0.03195,0.03097",ret_1d:high|ret_15d:low|ret_2d:high / ret_1d:high|ret_10d:low|ret_15d:low / ret_1d:high|ret_10d:low|ret_15d:low / ret_1d:high|ret_5d:low|gap_mean_20d:high / overnight_vol_20d:low|vol_5d:low|vol_ratio_5_20:low / ret_1d:high|drawdown_20d:high|amount_z_20d:high / amount_trend_5_20:low|intraday_mean_5d:low|ret_5d:low / vol_ratio_5_20:low|ret_5d:low|vol_5d:low / ret_5d:low|gap_mean_20d:high|intraday_mean_5d:low / range_vol_20d:low|overnight_vol_20d:low|vol_5d:low / ret_1d:high|amount_z_20d:high|volume_z_20d:high / ret_1d:high|ret_2d:high|drawdown_20d:high
