fullweek_tree,fullweek_tree_aggressive,hybrid_gate,meta_portfolio_ensemble,mean_excess,min_excess,max_excess,neg_windows,vals
0.05,0.15000000000000002,0.25,0.5499999999999999,0.013263862101863493,-0.0007763179375241437,0.031690469052170205,1,"0.02445,0.00665,0.00382,-0.00078,0.01375,0.03169"
0.15000000000000002,0.05,0.2,0.5999999999999999,0.013263572831699945,-0.0005368169047774707,0.030792807626691357,1,"0.02429,0.00668,0.00328,-0.00054,0.01507,0.03079"
0.05,0.2,0.1,0.65,0.013259896152129464,0.0007087717553186275,0.03438060553713532,0,"0.02217,0.00574,0.00314,0.00071,0.01342,0.03438"
0.15000000000000002,0.1,0.05,0.7,0.013259606881965912,0.0009482727880652832,0.033482944111656476,0,"0.02201,0.00577,0.00260,0.00095,0.01474,0.03348"
0.25,0.0,0.0,0.75,0.01325931761180236,0.0011877738208119354,0.03258528268617763,0,"0.02185,0.00581,0.00206,0.00119,0.01607,0.03259"
0.0,0.0,0.9,0.09999999999999998,0.01321862474667679,-0.007037286903357733,0.03365766190931343,1,"0.03366,0.01027,0.00697,-0.00704,0.01415,0.02130"
0.0,0.05,0.75,0.19999999999999996,0.01321465879693895,-0.005552197209863163,0.03137638268892051,1,"0.03138,0.00936,0.00629,-0.00555,0.01382,0.02399"
0.0,0.1,0.6000000000000001,0.29999999999999993,0.013210692847323546,-0.004067107516308649,0.029095103468527596,1,"0.02910,0.00845,0.00561,-0.00407,0.01349,0.02668"
0.1,0.0,0.55,0.35,0.013210403576834088,-0.00382760648551745,0.028934111742375743,1,"0.02893,0.00848,0.00507,-0.00383,0.01482,0.02579"
0.0,0.15000000000000002,0.45,0.39999999999999997,0.013206726897718138,-0.0025820178226941756,0.02937406719740559,1,"0.02681,0.00754,0.00493,-0.00258,0.01316,0.02937"
0.1,0.05,0.4,0.44999999999999996,0.013206437627100054,-0.0023425167926746926,0.028476405771926748,1,"0.02665,0.00757,0.00439,-0.00234,0.01449,0.02848"
0.0,0.2,0.30000000000000004,0.5,0.013202760948122713,-0.001096928129019778,0.03206420368237071,1,"0.02453,0.00663,0.00425,-0.00110,0.01283,0.03206"
