factor,direction,top_k,power,mean_excess,min_excess,max_excess,neg_windows,mean_portfolio_return,asof_20260428_excess
quiet_peer_leader,low,40,6.0,0.012041578517105347,-0.03520051510864322,0.042607065448844364,4,0.01622622403410423,-0.005098076602557761
quiet_peer_leader,low,40,8.0,0.012038665538680882,-0.03525263758303196,0.042633945051865726,4,0.016223311055679767,-0.005316068261326148
quiet_peer_leader,low,30,4.0,0.012032868967597228,-0.0354983145087928,0.04280371190695477,4,0.016217514484596112,-0.00502534954381547
quiet_peer_leader,low,35,4.0,0.012021450116197907,-0.03451732481198719,0.04304632901615851,4,0.016206095633196787,-0.005391460734814307
quiet_peer_leader,low,30,3.0,0.011991552722878317,-0.03452384448306725,0.04342337912536788,4,0.016176198239877204,-0.0054001526718781
quiet_peer_leader,low,30,6.0,0.01193891980870442,-0.03502857563818236,0.04277015787901986,4,0.0161235653257033,-0.005746210623613884
quiet_peer_leader,low,50,8.0,0.011924629814481448,-0.03501797569100695,0.042490811436463924,4,0.01610927533148034,-0.005608255511914462
quiet_peer_leader,low,40,4.0,0.011898874357676436,-0.032494261841810215,0.04349995214419693,4,0.01608351987467532,-0.006082929768171791
peer_ret_10d,low,40,2.0,0.011895660514269074,-0.03655301255848922,0.12159078504697277,6,0.016080306031267956,-0.0049854272957847445
quiet_peer_leader,low,35,8.0,0.011874675353143368,-0.035143972470960176,0.04273640312607754,4,0.016059320870142252,-0.005915445928509705
quiet_peer_leader,low,50,6.0,0.011816982526636662,-0.03329945478956488,0.04293455577364906,4,0.016001628043635547,-0.00635678218125784
peer_ret_10d,low,35,1.5,0.011784927581114574,-0.03618700152023538,0.12047782335329502,6,0.015969573098113452,-0.004849468555371841
quiet_peer_leader,low,35,3.0,0.011723809939263469,-0.03159872488801689,0.044153733128389785,4,0.015908455456262353,-0.006063213951620176
own_ret_5d,low,35,8.0,0.011696681112265664,-0.05028666160361382,0.04589394340212386,4,0.015881326629264555,0.03346465022442292
own_ret_5d,low,30,6.0,0.011584904592274502,-0.05018694790105728,0.04534253100225087,4,0.015769550109273386,0.03305386326429134
peer_ret_10d,low,30,1.0,0.011559081465393814,-0.03569021103289177,0.11846484423574347,6,0.015743726982392698,-0.00448586202378172
quiet_peer_leader,low,30,8.0,0.01151371927374479,-0.03611163161948108,0.04458339873504995,4,0.015698364790743675,-0.006532848039246308
peer_ret_10d,low,40,1.5,0.011453720253073224,-0.03298583761319121,0.11369208816084295,6,0.015638365770072108,-0.003772422703075498
own_ret_5d,low,40,8.0,0.01143220469170122,-0.049994457996103844,0.04455918040404818,4,0.015616850208700107,0.03150585548560511
peer_ret_10d,low,30,0.5,0.011382426798912104,-0.02921734011670478,0.10777047387800165,5,0.015567072315910991,-0.0020972889684984716
peer_ret_10d,low,50,2.0,0.011377522138522939,-0.03171530337045966,0.1100092973672645,6,0.015562167655521828,-0.0031703475791027697
peer_ret_10d,low,35,1.0,0.011369630109562138,-0.03161273125450259,0.11155562770669936,6,0.015554275626561023,-0.0035262465745154875
own_ret_5d,low,35,6.0,0.011349988735970436,-0.04976280942575183,0.044085670830396766,4,0.01553463425296932,0.030054397871284
own_ret_5d,low,30,4.0,0.01114815142914335,-0.04894599088946448,0.04324181975257183,4,0.015332796946142237,0.028362439075498583
own_ret_5d,low,40,6.0,0.011085882915904064,-0.04905414716103486,0.04310031111496643,4,0.015270528432902946,0.028127843235851435
quiet_peer_leader,low,30,2.0,0.011077939234096999,-0.030294689993596635,0.04366664410546217,4,0.015262584751095883,-0.005159807894677598
