factor,direction,gamma,power,mean,min,max,neg,vals
residual_ret_20d,high,2.0,2.0,0.0788758753095343,0.0364801149249953,0.1534951773471016,0,"0.03648,0.06031,0.15350,0.04025,0.04146,0.07950,0.07351,0.08703,0.09362,0.09857,0.08073,0.10156"
drawdown_20d,high,2.0,0.5,0.0788708739342948,0.03685995645337226,0.14394541906828887,0,"0.03686,0.06561,0.14395,0.04541,0.04395,0.07900,0.07528,0.08364,0.09513,0.09538,0.08131,0.10094"
market_corr_60d,low,1.2,2.0,0.07883814911227538,0.037378353873007,0.1572401999650279,0,"0.03738,0.06504,0.15724,0.04044,0.04361,0.07657,0.07479,0.08126,0.09626,0.09195,0.08026,0.10126"
market_corr_60d,low,1.2,1.0,0.07882329700833478,0.03716945055895545,0.15539680837558412,0,"0.03717,0.06438,0.15540,0.04052,0.04433,0.07722,0.07483,0.08129,0.09709,0.09231,0.07957,0.10177"
intraday_mean_5d,high,2.0,2.0,0.07880240123755694,0.03798746923760553,0.1590198454186463,0,"0.03799,0.06365,0.15902,0.04134,0.03898,0.07931,0.07289,0.08159,0.09087,0.09385,0.08425,0.10190"
trend_efficiency_20d,high,1.2,1.0,0.07870979985664729,0.03573219726084955,0.16238369100123354,0,"0.03573,0.05839,0.16238,0.04282,0.04723,0.07660,0.07254,0.08152,0.09313,0.09141,0.08009,0.10269"
ret_5d,low,2.0,1.0,0.0786958095310851,0.03791636498177206,0.1607827277439329,0,"0.03792,0.07078,0.16078,0.04075,0.05127,0.05440,0.07573,0.08375,0.09838,0.09332,0.07847,0.09879"
amount_z_20d,low,2.0,2.0,0.07866730404577167,0.03513694428109638,0.1660374098451293,0,"0.03695,0.06280,0.16604,0.03514,0.04220,0.07419,0.07211,0.08448,0.09886,0.09289,0.08007,0.09829"
trend_efficiency_20d,high,1.2,2.0,0.07866646817911717,0.03620542389050471,0.16031660381889853,0,"0.03621,0.06144,0.16032,0.04324,0.04735,0.07529,0.07295,0.08184,0.09118,0.09228,0.07949,0.10241"
turnover_z_20d,low,2.0,1.0,0.07866404274207829,0.03422304690250875,0.16400860293246045,0,"0.03750,0.06516,0.16401,0.03422,0.04269,0.07178,0.07234,0.08460,0.09820,0.09386,0.08014,0.09948"
amount_z_20d,low,2.0,1.0,0.07865728620408578,0.034223852073869646,0.16255637897147024,0,"0.03728,0.06591,0.16256,0.03422,0.04320,0.07144,0.07246,0.08457,0.09873,0.09399,0.08007,0.09946"
turnover_z_20d,low,2.0,2.0,0.07862814431399982,0.03524610968513127,0.16637344678824836,0,"0.03714,0.06176,0.16637,0.03525,0.04165,0.07424,0.07200,0.08498,0.09837,0.09292,0.08000,0.09884"
trend_efficiency_20d,high,2.0,0.5,0.07854368606818693,0.035486671738988465,0.16391473273346951,0,"0.03549,0.05572,0.16391,0.04246,0.04700,0.07733,0.07227,0.08107,0.09442,0.08962,0.08041,0.10282"
market_corr_60d,low,2.0,1.0,0.07813776333435285,0.03688506784622875,0.15194478461919286,0,"0.03689,0.06246,0.15194,0.04037,0.04398,0.07692,0.07557,0.08112,0.09618,0.09209,0.07885,0.10130"
market_corr_60d,low,2.0,2.0,0.07811242543113019,0.037117729348789055,0.15491782708594892,0,"0.03712,0.06298,0.15492,0.04023,0.04295,0.07603,0.07575,0.08103,0.09468,0.09153,0.07975,0.10039"
trend_efficiency_20d,high,2.0,1.0,0.07784710452381612,0.034940728883821465,0.15993425770225558,0,"0.03494,0.05474,0.15993,0.04337,0.04783,0.07612,0.07233,0.08136,0.09086,0.09048,0.07963,0.10257"
trend_efficiency_20d,high,2.0,2.0,0.0777312641236622,0.035446790938832316,0.1563422530819583,0,"0.03545,0.05855,0.15634,0.04406,0.04811,0.07434,0.07298,0.08187,0.08866,0.09186,0.07841,0.10214"
