lookback,top_n,top_k,power,max_weight,mean_excess,min_excess,max_excess,neg_windows,vals,choices
26,5,35,4,0.08,-0.0016473190959856831,-0.03407752451637851,0.0737743094911413,7,"-0.03408,-0.01062,-0.01950,-0.02630,-0.01461,0.00244,-0.01317,-0.01426,0.07377,0.00024,0.01844,0.01788",ret_3d:low|ret_3d_rank:low|ret_10d_rank:low / ret_3d:low|ret_3d_rank:low|ret_1d:high / ret_1d:high|ret_20d_rank:high|excess_ret_20d_rank:high / ret_1d:high|ret_20d:high|excess_ret_20d:high / ret_1d:high|ret_20d:high|ret_20d_rank:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high
52,3,50,6,0.08,-0.0016668745032065299,-0.0263873353961673,0.04239680657241829,7,"-0.02598,-0.01451,0.04240,0.01239,0.01938,-0.02505,-0.00874,-0.00910,0.00676,-0.02639,0.00900,-0.00016",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
52,3,40,4,0.08,-0.0017140166675773795,-0.02591435953989432,0.04174004093558749,7,"-0.02591,-0.01471,0.04174,0.01251,0.01807,-0.02493,-0.00865,-0.00897,0.00698,-0.02563,0.00902,-0.00008",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
26,3,40,1,0.06,-0.0017221874537773501,-0.027889910745368163,0.05143923787428462,7,"-0.02789,0.00135,-0.01784,-0.02633,-0.00792,0.01251,-0.00041,0.01034,0.05144,-0.01665,0.00277,-0.00204",ret_3d:low|ret_3d_rank:low|ret_10d_rank:low / ret_3d:low|ret_3d_rank:low|ret_1d:high / ret_1d:high|ret_20d_rank:high|excess_ret_20d_rank:high / ret_1d:high|ret_20d:high|excess_ret_20d:high / ret_1d:high|ret_20d:high|ret_20d_rank:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high
26,3,40,1,0.08,-0.0017221874537773501,-0.027889910745368163,0.05143923787428462,7,"-0.02789,0.00135,-0.01784,-0.02633,-0.00792,0.01251,-0.00041,0.01034,0.05144,-0.01665,0.00277,-0.00204",ret_3d:low|ret_3d_rank:low|ret_10d_rank:low / ret_3d:low|ret_3d_rank:low|ret_1d:high / ret_1d:high|ret_20d_rank:high|excess_ret_20d_rank:high / ret_1d:high|ret_20d:high|excess_ret_20d:high / ret_1d:high|ret_20d:high|ret_20d_rank:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high
26,3,40,1,0.1,-0.0017221874537773501,-0.027889910745368163,0.05143923787428462,7,"-0.02789,0.00135,-0.01784,-0.02633,-0.00792,0.01251,-0.00041,0.01034,0.05144,-0.01665,0.00277,-0.00204",ret_3d:low|ret_3d_rank:low|ret_10d_rank:low / ret_3d:low|ret_3d_rank:low|ret_1d:high / ret_1d:high|ret_20d_rank:high|excess_ret_20d_rank:high / ret_1d:high|ret_20d:high|excess_ret_20d:high / ret_1d:high|ret_20d:high|ret_20d_rank:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high
52,3,35,3,0.08,-0.0017287952374153124,-0.026077474798805483,0.041295716648149336,7,"-0.02608,-0.01505,0.04130,0.01254,0.01771,-0.02480,-0.00881,-0.00892,0.00726,-0.02494,0.00913,-0.00007",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
52,2,35,4,0.1,-0.0017292480522168908,-0.04119673241622895,0.05456992012851019,7,"-0.02331,-0.04120,0.05457,0.01081,0.02371,-0.02474,-0.00874,-0.01155,0.00566,-0.01763,0.01410,-0.00243",ret_15d_rank:low|ret_15d:low / ret_15d:low|ret_15d_rank:low / ret_15d:low|ret_15d_rank:low / ret_1d:high|ret_10d_rank:low / ret_1d:high|ret_10d:low / excess_ret_5d_rank:low|excess_ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_10d:low|ret_10d_rank:low / ret_1d:high|trend_efficiency_20d_rank:low / ret_1d:high|trend_efficiency_20d_rank:low
26,5,40,6,0.08,-0.0017392758047933424,-0.033818756438584,0.07332046648383952,7,"-0.03382,-0.01117,-0.01811,-0.02855,-0.01522,0.00202,-0.01237,-0.01459,0.07332,0.00101,0.01888,0.01773",ret_3d:low|ret_3d_rank:low|ret_10d_rank:low / ret_3d:low|ret_3d_rank:low|ret_1d:high / ret_1d:high|ret_20d_rank:high|excess_ret_20d_rank:high / ret_1d:high|ret_20d:high|excess_ret_20d:high / ret_1d:high|ret_20d:high|ret_20d_rank:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high
52,3,30,3,0.1,-0.0017396645681033989,-0.029649575418672327,0.043899182866984604,7,"-0.02473,-0.01545,0.04390,0.01300,0.01733,-0.02489,-0.00862,-0.01074,0.00508,-0.02965,0.01403,-0.00012",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
52,2,35,3,0.1,-0.0017431255187955342,-0.04137672532686302,0.05189839225929475,7,"-0.02401,-0.04138,0.05190,0.01019,0.02368,-0.02499,-0.00769,-0.00981,0.00763,-0.01696,0.01292,-0.00240",ret_15d_rank:low|ret_15d:low / ret_15d:low|ret_15d_rank:low / ret_15d:low|ret_15d_rank:low / ret_1d:high|ret_10d_rank:low / ret_1d:high|ret_10d:low / excess_ret_5d_rank:low|excess_ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_10d:low|ret_10d_rank:low / ret_1d:high|trend_efficiency_20d_rank:low / ret_1d:high|trend_efficiency_20d_rank:low
104,1,50,4,0.08,-0.001747080631883902,-0.043501489149805735,0.028588516958995395,6,"-0.02873,-0.00000,0.01123,-0.04350,-0.00862,-0.01340,0.00848,0.00256,0.02316,0.01328,0.02859,-0.01401",trend_efficiency_20d:low / gap_mean_20d:high / gap_mean_20d_rank:high / gap_mean_20d_rank:high / gap_mean_20d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / ret_1d:high / ret_1d:high / gap_mean_20d:high / gap_mean_20d:high
52,2,30,3,0.1,-0.0017505455002582318,-0.0416081554830349,0.05406133129174571,7,"-0.02349,-0.04161,0.05406,0.01070,0.02389,-0.02489,-0.00862,-0.01143,0.00625,-0.01753,0.01394,-0.00228",ret_15d_rank:low|ret_15d:low / ret_15d:low|ret_15d_rank:low / ret_15d:low|ret_15d_rank:low / ret_1d:high|ret_10d_rank:low / ret_1d:high|ret_10d:low / excess_ret_5d_rank:low|excess_ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_10d:low|ret_10d_rank:low / ret_1d:high|trend_efficiency_20d_rank:low / ret_1d:high|trend_efficiency_20d_rank:low
104,12,50,2,0.06,-0.0017549144608138834,-0.023367945922245708,0.03120013936216351,7,"-0.01423,-0.00740,-0.02224,0.01583,0.01446,-0.01527,0.00857,-0.02337,0.03120,0.01487,-0.01143,-0.01206",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
104,12,50,2,0.08,-0.0017549144608138834,-0.023367945922245708,0.03120013936216351,7,"-0.01423,-0.00740,-0.02224,0.01583,0.01446,-0.01527,0.00857,-0.02337,0.03120,0.01487,-0.01143,-0.01206",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
104,12,50,2,0.1,-0.0017549144608138834,-0.023367945922245708,0.03120013936216351,7,"-0.01423,-0.00740,-0.02224,0.01583,0.01446,-0.01527,0.00857,-0.02337,0.03120,0.01487,-0.01143,-0.01206",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
52,3,50,6,0.1,-0.0017598156779730777,-0.029126583061710936,0.04285177030079525,7,"-0.02456,-0.01626,0.04285,0.01312,0.01653,-0.02439,-0.00862,-0.00935,0.00460,-0.02913,0.01427,-0.00018",ret_15d_rank:low|ret_15d:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d:low / ret_15d:low|ret_15d_rank:low|ret_10d_rank:low / ret_1d:high|ret_10d_rank:low|ret_10d:low / ret_1d:high|ret_10d:low|ret_10d_rank:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low|ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_skew_20d_rank:high / trend_efficiency_20d_rank:low|trend_efficiency_20d:low|ret_1d:high / ret_10d:low|ret_10d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_1d:high|trend_efficiency_20d_rank:low|trend_efficiency_20d:low
52,2,50,6,0.1,-0.0017632199643744899,-0.04055649966549866,0.0535108378476178,7,"-0.02336,-0.04056,0.05351,0.01069,0.02319,-0.02439,-0.00862,-0.01069,0.00531,-0.01752,0.01409,-0.00280",ret_15d_rank:low|ret_15d:low / ret_15d:low|ret_15d_rank:low / ret_15d:low|ret_15d_rank:low / ret_1d:high|ret_10d_rank:low / ret_1d:high|ret_10d:low / excess_ret_5d_rank:low|excess_ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_10d:low|ret_10d_rank:low / ret_1d:high|trend_efficiency_20d_rank:low / ret_1d:high|trend_efficiency_20d_rank:low
78,1,30,6,0.1,-0.0017818931872028438,-0.02770396913792468,0.06276098216518931,8,"-0.02770,-0.01402,0.06276,0.01122,-0.01731,-0.00189,0.01518,-0.01281,0.00231,-0.01125,-0.02451,-0.00335",trend_efficiency_20d:low / trend_efficiency_20d:low / market_corr_60d_rank:high / trend_efficiency_20d:low / trend_efficiency_20d_rank:low / trend_efficiency_20d_rank:low / trend_efficiency_20d_rank:low / trend_efficiency_20d_rank:low / trend_efficiency_20d_rank:low / trend_efficiency_20d:low / trend_efficiency_20d:low / trend_efficiency_20d:low
78,2,30,6,0.1,-0.0017818931872028438,-0.02770396913792468,0.06276098216518931,8,"-0.02770,-0.01402,0.06276,0.01122,-0.01731,-0.00189,0.01518,-0.01281,0.00231,-0.01125,-0.02451,-0.00335",trend_efficiency_20d:low|trend_efficiency_20d_rank:low / trend_efficiency_20d:low|trend_efficiency_20d_rank:low / market_corr_60d_rank:high|market_corr_60d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low / trend_efficiency_20d:low|trend_efficiency_20d_rank:low / trend_efficiency_20d:low|trend_efficiency_20d_rank:low / trend_efficiency_20d:low|trend_efficiency_20d_rank:low
52,2,40,4,0.1,-0.0017853314050507872,-0.041092570796347955,0.0525834060042477,7,"-0.02361,-0.04109,0.05258,0.01036,0.02326,-0.02454,-0.00832,-0.01010,0.00622,-0.01719,0.01369,-0.00269",ret_15d_rank:low|ret_15d:low / ret_15d:low|ret_15d_rank:low / ret_15d:low|ret_15d_rank:low / ret_1d:high|ret_10d_rank:low / ret_1d:high|ret_10d:low / excess_ret_5d_rank:low|excess_ret_5d:low / excess_ret_5d_rank:low|excess_ret_5d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low / ret_10d:low|ret_10d_rank:low / ret_1d:high|trend_efficiency_20d_rank:low / ret_1d:high|trend_efficiency_20d_rank:low
104,12,40,1,0.06,-0.0017875038904812538,-0.023056867433889006,0.033245212964073456,7,"-0.01436,-0.00806,-0.02244,0.01510,0.01412,-0.01372,0.00591,-0.02306,0.03325,0.01406,-0.01109,-0.01117",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
104,12,40,1,0.08,-0.0017875038904812538,-0.023056867433889006,0.033245212964073456,7,"-0.01436,-0.00806,-0.02244,0.01510,0.01412,-0.01372,0.00591,-0.02306,0.03325,0.01406,-0.01109,-0.01117",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
104,12,40,1,0.1,-0.0017875038904812538,-0.023056867433889006,0.033245212964073456,7,"-0.01436,-0.00806,-0.02244,0.01510,0.01412,-0.01372,0.00591,-0.02306,0.03325,0.01406,-0.01109,-0.01117",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
26,5,30,4,0.08,-0.0017917460164726536,-0.03366906134119243,0.0728877800138127,7,"-0.03367,-0.01109,-0.01809,-0.02921,-0.01561,0.00233,-0.01226,-0.01478,0.07289,0.00103,0.01894,0.01800",ret_3d:low|ret_3d_rank:low|ret_10d_rank:low / ret_3d:low|ret_3d_rank:low|ret_1d:high / ret_1d:high|ret_20d_rank:high|excess_ret_20d_rank:high / ret_1d:high|ret_20d:high|excess_ret_20d:high / ret_1d:high|ret_20d:high|ret_20d_rank:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high
104,1,30,3,0.08,-0.0017936135029001047,-0.052690912887741276,0.028595188051704305,6,"-0.02828,-0.00425,0.01716,-0.05269,-0.01283,-0.01315,0.01051,0.00289,0.02860,0.01520,0.02848,-0.01314",trend_efficiency_20d:low / gap_mean_20d:high / gap_mean_20d_rank:high / gap_mean_20d_rank:high / gap_mean_20d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / ret_1d:high / ret_1d:high / gap_mean_20d:high / gap_mean_20d:high
104,1,40,4,0.08,-0.0017969358305086336,-0.05018115558840018,0.028952424576680496,6,"-0.02868,-0.00279,0.01408,-0.05018,-0.01073,-0.01327,0.01005,0.00336,0.02554,0.01583,0.02895,-0.01371",trend_efficiency_20d:low / gap_mean_20d:high / gap_mean_20d_rank:high / gap_mean_20d_rank:high / gap_mean_20d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / ret_1d:high / ret_1d:high / gap_mean_20d:high / gap_mean_20d:high
