top_k,rank_power,agreement_power,risk_penalty,equal_mix,max_weight,mean_excess,min_excess,std_excess,negative_windows,count,utility
50,0.9,1.0,0.7,0.25,0.06,0.004339857221737308,-0.018632345456399524,0.019529981583344444,5,11,-0.026722045447938516
50,1.2,1.0,0.7,0.25,0.06,0.004340322787115224,-0.018642662469332716,0.019535764692054276,5,11,-0.026729215867497973
50,0.6,1.0,0.35,0.1,0.06,0.004315147807591262,-0.018743954683380613,0.01954329777450477,5,11,-0.026817049446063296
50,0.9,1.0,0.35,0.1,0.06,0.004315915081721096,-0.01875767328078643,0.019551393926486086,5,11,-0.02682653736837228
50,1.2,1.0,0.35,0.1,0.06,0.004316618165434352,-0.018771242323630515,0.01955943732892305,5,11,-0.026835986560974717
50,0.6,1.0,0.7,0.1,0.06,0.0043213105585478175,-0.018948078154596322,0.019651193000350415,5,11,-0.026960334584297578
50,0.9,1.0,0.7,0.1,0.06,0.004321930724766395,-0.018960613070346608,0.01965842439636081,5,11,-0.02696904321653177
50,1.2,1.0,0.7,0.1,0.06,0.0043224894032198955,-0.018972993485866438,0.01966560260416122,5,11,-0.02697770733934027
60,1.2,0.0,0.0,0.1,0.06,0.003363274773065861,-0.01829170358167266,0.018582536049568617,6,11,-0.030257381388329892
60,1.2,0.0,0.0,0.25,0.06,0.003352264958068231,-0.018299130256743682,0.018572977938491258,6,11,-0.030270457680600795
60,1.2,0.0,0.35,0.1,0.06,0.0033633767021198037,-0.018264110452222107,0.018723487451714774,6,11,-0.030275961432142156
60,0.9,0.0,0.0,0.1,0.06,0.003347134268452542,-0.018302731834720087,0.01856827835257702,6,11,-0.03027657442052377
60,1.2,0.0,0.35,0.25,0.06,0.0033523498989465137,-0.018276135982201555,0.01869011949828958,6,11,-0.030285861564946816
60,0.9,0.0,0.0,0.25,0.06,0.0033388145375571267,-0.01830832046761654,0.018561123702308967,6,11,-0.03028645866859004
60,1.2,0.0,0.7,0.1,0.06,0.0033625326850308377,-0.018238359484935997,0.018855095952857625,6,11,-0.030294256994145168
60,0.9,0.0,0.35,0.1,0.06,0.003347387433874109,-0.018275145993053528,0.018710027507832808,6,11,-0.03029520703891621
60,0.6,0.0,0.0,0.1,0.06,0.0033307436661365497,-0.01831383492769032,0.018554027442126884,6,11,-0.030296064151009366
60,1.2,0.0,0.7,0.25,0.06,0.0033516465513723755,-0.018254676842796462,0.0187992354894881,6,11,-0.030300968426677528
60,0.9,0.0,0.35,0.25,0.06,0.0033390255087417677,-0.01828533226622774,0.018678967929409065,6,11,-0.030301915833347143
60,0.6,0.0,0.0,0.25,0.06,0.0033251557022938014,-0.018317573045091733,0.01854926747155907,6,11,-0.03030270499265101
60,0.9,0.0,0.7,0.1,0.06,0.0033466848464469606,-0.01824940176950862,0.01884243218213709,6,11,-0.030313564260792486
60,0.6,0.0,0.35,0.1,0.06,0.0033311477547394042,-0.01828625779728299,0.01869656441051665,6,11,-0.030314748026259553
60,0.9,0.0,0.7,0.25,0.06,0.0033384400192191434,-0.018263878746606982,0.018788777777573856,6,11,-0.030317081673138513
60,0.6,0.0,0.35,0.25,0.06,0.0033254924427961784,-0.018294592103085622,0.018667806753969157,6,11,-0.030318214507547486
60,0.6,0.0,0.7,0.1,0.06,0.0033305865773255224,-0.01826052164930607,0.018829756922431534,6,11,-0.030333165642866006
60,0.6,0.0,0.7,0.25,0.06,0.00332502479495128,-0.018273145313104852,0.018778304117844577,6,11,-0.03033343842237278
60,1.2,1.0,0.0,0.25,0.06,0.0033623995664103135,-0.018395351595965285,0.01900008358481217,6,11,-0.030424832287371903
60,0.9,1.0,0.0,0.25,0.06,0.0033503278326905053,-0.018384004178555412,0.01898938461984139,6,11,-0.03042742082940309
60,0.6,1.0,0.0,0.25,0.06,0.003338063802736628,-0.018372565133870384,0.01897862759039909,6,11,-0.03043013217518538
60,1.2,1.0,0.35,0.25,0.06,0.0033723079786961954,-0.01857239061670664,0.01910328707226132,6,11,-0.03054694815939312
60,0.9,1.0,0.35,0.25,0.06,0.003360398871665003,-0.018561931344459028,0.019093372528715097,6,11,-0.03055010306718919
60,0.6,1.0,0.35,0.25,0.06,0.0033482977787628533,-0.018551372894631754,0.019083396173787622,6,11,-0.030553375001463108
60,1.2,1.0,0.0,0.1,0.06,0.003375436303076364,-0.018646366245610804,0.019099191143051433,6,11,-0.030587181230052978
60,0.9,1.0,0.0,0.1,0.06,0.003360950222612596,-0.018632749344718945,0.019086169266836813,6,11,-0.030590241700927976
60,0.6,1.0,0.0,0.1,0.06,0.0033462333866679404,-0.018619022491096916,0.019073082071725173,6,11,-0.030593450625921503
60,1.2,1.0,0.7,0.25,0.06,0.0033806977889732897,-0.018742784321333576,0.0191985112951901,6,11,-0.030664600627624383
60,0.9,1.0,0.7,0.25,0.06,0.00336894045430772,-0.018733183787766877,0.019189348718526535,6,11,-0.030668306997984042
60,0.6,1.0,0.7,0.25,0.06,0.0033569916419470464,-0.018723476961924654,0.019180121611869036,6,11,-0.030672124938175005
60,0.6,1.0,0.35,0.1,0.06,0.003358514157899413,-0.018833591804010556,0.019199902612075607,6,11,-0.03074161657752582
70,1.2,0.0,0.0,0.1,0.06,0.0029237533191970437,-0.01874965453180267,0.018400031060844636,6,11,-0.03092604716509572
70,1.2,0.0,0.35,0.1,0.06,0.002938081004192354,-0.01873988630408817,0.01853904833994593,6,11,-0.030940612863247032
70,1.2,0.0,0.0,0.25,0.06,0.0029103619774108022,-0.018757755288823303,0.018389956710174862,6,11,-0.030941780373426896
70,0.9,0.0,0.0,0.1,0.06,0.0029038882098656876,-0.018761835498522735,0.018384955152776446,6,11,-0.030949451877442066
70,1.2,0.0,0.35,0.25,0.06,0.0029223017149068897,-0.018749615099061225,0.018505528743796015,6,11,-0.03095384953047885
70,1.2,0.0,0.7,0.1,0.06,0.002950393364011123,-0.018731384114272484,0.018669863250125502,6,11,-0.030955902917083746
70,0.9,0.0,0.0,0.25,0.06,0.0028938077196346695,-0.018767906094423366,0.01837745108864779,6,11,-0.0309612987091813
70,0.9,0.0,0.35,0.1,0.06,0.00291854231498406,-0.0187524047422492,0.01852458618076224,6,11,-0.03096404707555602
70,1.2,0.0,0.7,0.25,0.06,0.0029325620147558668,-0.018742529940881488,0.01861406285310876,6,11,-0.030966471663050218
70,0.6,0.0,0.0,0.1,0.06,0.0028838713371881156,-0.01877399859546309,0.018369983554921834,6,11,-0.0309730237088202
70,0.9,0.0,0.35,0.25,0.06,0.002906019473899979,-0.018760047130862084,0.01849356838504665,6,11,-0.030973400900878936
70,0.9,0.0,0.7,0.1,0.06,0.0029311613260334336,-0.018744230147924593,0.018656045222900052,6,11,-0.03097938806844634
70,0.6,0.0,0.0,0.25,0.06,0.0028771269924033603,-0.01877804200854033,0.018365016419995366,6,11,-0.030980952317719683
70,0.9,0.0,0.7,0.25,0.06,0.002916535316441124,-0.018753234968924913,0.01860266688395391,6,11,-0.030986072385902303
70,0.6,0.0,0.35,0.1,0.06,0.0028988499282303413,-0.01876491136055304,0.01851021368918737,6,11,-0.030987650310398327
70,0.6,0.0,0.35,0.25,0.06,0.002889609151605216,-0.018770469312781958,0.01848166718382038,6,11,-0.030993089232019055
70,0.6,0.0,0.7,0.1,0.06,0.0029117740895671525,-0.018757070226918963,0.018642304196285327,6,11,-0.03100304409565556
70,0.6,0.0,0.7,0.25,0.06,0.0029003792860525577,-0.018763935034753557,0.018591319881674555,6,11,-0.03100581170521822
70,1.2,1.0,0.0,0.25,0.06,0.002976229766605391,-0.018873257227178114,0.01876317291774602,6,11,-0.031038517799137987
70,0.9,1.0,0.0,0.25,0.06,0.0029604669690984557,-0.01888612281182856,0.01874954603262379,6,11,-0.031058593226154632
70,0.6,1.0,0.0,0.25,0.06,0.0029445323137896606,-0.01889902144159389,0.01873587306193235,6,11,-0.03107884881664976
60,1.2,1.0,0.35,0.1,0.06,0.0033873263978194223,-0.018858813070500417,0.019224173778246638,7,11,-0.03373400488904249
60,0.9,1.0,0.35,0.1,0.06,0.0033730354693819907,-0.0188462619438033,0.019212073393162492,7,11,-0.03373774004519061
60,1.2,1.0,0.7,0.1,0.06,0.003397394170151935,-0.01906328551605274,0.01933967400983129,7,11,-0.033875495641937536
60,0.9,1.0,0.7,0.1,0.06,0.0033832853685532532,-0.019051764875772703,0.019328461424373063,7,11,-0.033879888913003635
60,0.6,1.0,0.7,0.1,0.06,0.003368946793720441,-0.01904011668476204,0.019317174678681624,7,11,-0.03388441688680719
70,1.2,1.0,0.7,0.25,0.06,0.0030131600889309177,-0.018847961786864157,0.018964939128813387,7,11,-0.034036851765390924
70,1.2,1.0,0.35,0.25,0.06,0.0029958541502353984,-0.018860015517389764,0.018867659890774602,7,11,-0.03403707013289211
70,1.2,1.0,0.35,0.1,0.06,0.0030263439265865648,-0.018872366806082418,0.01897895202970362,7,11,-0.03404181416448879
70,1.2,1.0,0.0,0.1,0.06,0.0030027946662305504,-0.01888825685782844,0.018852553670171024,7,11,-0.03404329786600927
70,0.9,1.0,0.7,0.25,0.06,0.0029980094583828025,-0.01886121128232255,0.018952682677646705,7,11,-0.034056887980422404
70,0.9,1.0,0.35,0.25,0.06,0.0029804083418684263,-0.018873076381091123,0.01885472036983485,7,11,-0.03405711757924496
70,0.9,1.0,0.35,0.1,0.06,0.0030078089565461967,-0.018888039842524046,0.01896308581008176,7,11,-0.034065786401488676
70,0.9,1.0,0.0,0.1,0.06,0.00298387930922223,-0.018903695559408976,0.01883588564088041,7,11,-0.03406730943664326
70,1.2,1.0,0.7,0.1,0.06,0.0030471110530211854,-0.018906107203502977,0.01909678565249317,7,11,-0.034070749682203895
70,0.9,1.0,0.7,0.1,0.06,0.003028930296363445,-0.018892657391835634,0.019081721159942302,7,11,-0.03407709442872351
70,0.6,1.0,0.7,0.25,0.06,0.0029826874580904865,-0.01887450120124569,0.018940364579015736,7,11,-0.034077104407410866
70,0.6,1.0,0.35,0.25,0.06,0.0029647908027486524,-0.01888617404583414,0.01884172615107507,7,11,-0.0340773451625206
70,0.6,1.0,0.7,0.1,0.06,0.00301054389601267,-0.018889749626709522,0.01906659199058808,7,11,-0.03408995387766006
70,0.6,1.0,0.35,0.1,0.06,0.002989067909602466,-0.018903757040215664,0.018947163807200743,7,11,-0.03408997726632712
70,0.6,1.0,0.0,0.1,0.06,0.002964757722851676,-0.01891917391512736,0.01881917280611089,7,11,-0.03409153982775246
80,1.2,0.0,0.0,0.1,0.06,0.0024243916578851206,-0.018295924620412383,0.018706608578468436,7,11,-0.03422981525897942
80,1.2,0.0,0.0,0.25,0.06,0.002405266751105925,-0.018297217543503583,0.01870244063631756,7,11,-0.034248673934075616
80,1.2,0.0,0.35,0.1,0.06,0.0024415740070939146,-0.018321141535368127,0.01881151198789543,7,11,-0.03425398891110082
80,0.9,0.0,0.0,0.1,0.06,0.002396062388716748,-0.018298163812155543,0.018700139636602137,7,11,-0.03425787080772712
80,1.2,0.0,0.35,0.25,0.06,0.002419585375446587,-0.01831823163930004,0.01878973491141381,7,11,-0.034268787335986886
80,0.9,0.0,0.0,0.25,0.06,0.002381659026798948,-0.018299083536622886,0.018697099852787197,7,11,-0.03427206605837158
80,1.2,0.0,0.7,0.1,0.06,0.0024565137175189375,-0.01834581720099057,0.018911119565579657,7,11,-0.03427875649447032
80,0.9,0.0,0.35,0.1,0.06,0.0024135683945288515,-0.018324492834592525,0.01880485043332432,7,11,-0.034282339914557744
80,0.6,0.0,0.0,0.1,0.06,0.002367490469403379,-0.018300205517579177,0.018693927289780945,7,11,-0.034286114663589363
80,1.2,0.0,0.7,0.25,0.06,0.0024320351341341057,-0.018338794693985406,0.01887250791660991,7,11,-0.034289368661409615
80,0.9,0.0,0.35,0.25,0.06,0.0023962473649757027,-0.0183210243886537,0.01878424828125141,7,11,-0.03429242933852937
80,0.6,0.0,0.0,0.25,0.06,0.002357849094037809,-0.01830078495780925,0.018691958844480244,7,11,-0.034295611591767805
80,0.9,0.0,0.7,0.1,0.06,0.002428807591315532,-0.018350234969672082,0.0189043477366881,7,11,-0.03430742032465975
80,0.6,0.0,0.35,0.1,0.06,0.0023853179549262822,-0.01832766392341811,0.018798420921007582,7,11,-0.03431088562937648
80,0.9,0.0,0.7,0.25,0.06,0.00240894669563127,-0.018342476167886666,0.01886694279845437,7,11,-0.03431327470471432
80,0.6,0.0,0.35,0.25,0.06,0.0023727053319735625,-0.018323666962675025,0.01877894099490203,7,11,-0.03431623009435696
80,0.6,0.0,0.7,0.1,0.06,0.0024008546719785076,-0.018354489274711498,0.018897785601027336,7,11,-0.03433628529310523
80,0.6,0.0,0.7,0.25,0.06,0.0023856525961837485,-0.018346021422086183,0.01886153845157026,7,11,-0.034337344869960526
80,1.2,1.0,0.0,0.25,0.06,0.00261770424806791,-0.01881164803321607,0.018980683719688328,7,11,-0.03441445550178381
80,0.9,1.0,0.0,0.25,0.06,0.002597488901597733,-0.018808540461492447,0.01897258336440201,7,11,-0.03443078121639824
80,0.6,1.0,0.0,0.25,0.06,0.0025770531741136278,-0.018805554782452903,0.018964589673783033,7,11,-0.03444742711380387
80,1.2,1.0,0.0,0.1,0.06,0.0026793166542395034,-0.018999155808600093,0.0190439671410316,7,11,-0.034481168616178455
80,0.9,1.0,0.0,0.1,0.06,0.0026550582384752912,-0.018995426722531746,0.019033961824400654,7,11,-0.03450068825114392
80,1.2,1.0,0.35,0.25,0.06,0.002635627935533068,-0.0189789347001659,0.0190609567282481,7,11,-0.0345169720666285
80,0.6,1.0,0.0,0.1,0.06,0.002630535365494364,-0.018991843907684294,0.019024095581648894,7,11,-0.03452059487452844
80,0.9,1.0,0.35,0.25,0.06,0.0026156254319693833,-0.018976249240611587,0.019052876406428963,7,11,-0.03453334321400481
80,0.6,1.0,0.35,0.25,0.06,0.0025954000716473104,-0.01897366799674826,0.0190448831537978,7,11,-0.03455002151485109
80,1.2,1.0,0.35,0.1,0.06,0.002700825079197692,-0.01919989980893989,0.0191408811165228,7,11,-0.03460433508529694
80,1.2,1.0,0.7,0.25,0.06,0.002651517147754338,-0.019139843150790523,0.019136451467920774,7,11,-0.03461650160970017
80,0.9,1.0,0.35,0.1,0.06,0.0026768220749212725,-0.01919667725747471,0.01913088686675302,7,11,-0.034623905996251814
80,0.9,1.0,0.7,0.25,0.06,0.002631713803674356,-0.019137566307667237,0.019128441663503595,7,11,-0.034632936396801886
80,0.6,1.0,0.35,0.1,0.06,0.002652551642534781,-0.019193579764838722,0.019121007922852356,7,11,-0.03464384819708154
80,0.6,1.0,0.7,0.25,0.06,0.002611685389005304,-0.01913537669561701,0.019120501471952645,7,11,-0.034649665996353066
80,1.2,1.0,0.7,0.1,0.06,0.0027198921338632163,-0.019392989949689438,0.01923212318455336,7,11,-0.03472393263208878
80,0.9,1.0,0.7,0.1,0.06,0.0026961281209672374,-0.019390257737941497,0.019222202320051337,7,11,-0.034743577101810495
80,0.6,1.0,0.7,0.1,0.06,0.0026720940233643745,-0.019387630203481224,0.019212375567662292,7,11,-0.034763577990639935
100,1.2,0.0,0.0,0.1,0.06,0.0014886147338088384,-0.018753761135261084,0.017853855484660595,7,11,-0.03522710581851296
100,1.2,0.0,0.0,0.25,0.06,0.0014588303213354816,-0.018766975967787945,0.017837481694645416,7,11,-0.035260725682998637
100,0.9,0.0,0.0,0.1,0.06,0.0014442860738883183,-0.01877270339290814,0.017829595597733016,7,11,-0.03527673486128982
100,0.9,0.0,0.0,0.25,0.06,0.0014218897714017174,-0.018782761182493824,0.01781737370937492,7,11,-0.03530211036543831
100,0.6,0.0,0.0,0.1,0.06,0.0013997142432769713,-0.01879223566959371,0.017805380182723134,7,11,-0.03532697220416004
100,0.6,0.0,0.0,0.25,0.06,0.001384746579225596,-0.0187990380797318,0.01779727246477395,7,11,-0.035343994384806975
100,1.2,0.0,0.35,0.1,0.06,0.001524430892144854,-0.018962457183928718,0.017982429103624912,7,11,-0.035348650694118605
100,1.2,1.0,0.0,0.1,0.06,0.001836454162937529,-0.019380315722504857,0.018227940376279634,7,11,-0.035348720364635294
100,1.2,1.0,0.0,0.25,0.06,0.0017486965122760574,-0.019289104790491094,0.018145055291637464,7,11,-0.03536103018492796
100,1.2,0.0,0.35,0.25,0.06,0.0014886771199488307,-0.01894088934167764,0.017944493323122767,7,11,-0.03536197981583845
100,0.9,1.0,0.0,0.1,0.06,0.0017943690216250428,-0.019385240321739827,0.018198799152456556,7,11,-0.035386474959532996
100,0.9,1.0,0.0,0.25,0.06,0.0017136255611823173,-0.019293208623186897,0.018121190825520907,7,11,-0.03539259731911005
100,0.9,0.0,0.35,0.1,0.06,0.0014807621053918993,-0.01898104740145844,0.017958480179768383,7,11,-0.03539748638042526
100,0.9,0.0,0.35,0.25,0.06,0.0014522864643213651,-0.01895638118961908,0.017924664806972915,7,11,-0.03540270845119331
100,0.6,1.0,0.0,0.25,0.06,0.0016781874932681956,-0.019297572147814916,0.018097157380111344,7,11,-0.03542464514044859
100,0.6,1.0,0.0,0.1,0.06,0.0017518433401280955,-0.01939047655129344,0.018169478626355925,7,11,-0.03542481224723695
100,0.6,0.0,0.35,0.25,0.06,0.001415691919350891,-0.018972341546632594,0.01790482970951926,7,11,-0.03544392043600848
100,0.6,0.0,0.35,0.1,0.06,0.0014368486514273276,-0.019000199829874657,0.017934559074231745,7,11,-0.0354469110150554
100,1.2,1.0,0.35,0.25,0.06,0.0017761504206945287,-0.019457076577101856,0.01824324479415364,7,11,-0.035458906724105
100,1.2,0.0,0.7,0.25,0.06,0.0015153359874878084,-0.019108335825504093,0.018045906138928376,7,11,-0.035461142042546745
100,1.2,1.0,0.35,0.1,0.06,0.0018693988530396935,-0.019581881866437768,0.018346369739514944,7,11,-0.035466322701701705
100,1.2,0.0,0.7,0.1,0.06,0.00155642153319163,-0.019163392964520458,0.018104377659510458,7,11,-0.03546770866039826
100,0.9,1.0,0.35,0.25,0.06,0.0017414797608172965,-0.019461606079314006,0.018219827542553683,7,11,-0.03549044077240953
100,0.9,0.0,0.7,0.25,0.06,0.0014794594802862637,-0.019123549077902192,0.018026400771171243,7,11,-0.035501270159247866
100,0.9,1.0,0.35,0.1,0.06,0.0018277940611870153,-0.01958731726909235,0.018317750414437905,7,11,-0.03550403390387787
100,0.9,0.0,0.7,0.1,0.06,0.0015133697245497736,-0.019181648867398184,0.018080793693550354,7,11,-0.035515818019276724
100,0.6,1.0,0.35,0.25,0.06,0.0017064395393588062,-0.019466379620850644,0.01819622884534783,7,11,-0.03552244544448854
100,0.6,0.0,0.7,0.25,0.06,0.001443378437632805,-0.01913920773618349,0.018006876625970735,7,11,-0.035541865360569976
100,0.6,1.0,0.35,0.1,0.06,0.001785745795436828,-0.019593045518936324,0.018288936331814526,7,11,-0.0355423155988786
100,1.2,1.0,0.7,0.25,0.06,0.0018007010700665344,-0.019618147615030578,0.01833554268048009,7,11,-0.03555407316907183
100,0.6,0.0,0.7,0.1,0.06,0.001470072473365626,-0.019200439257335736,0.018057222264506824,7,11,-0.03556449664716252
100,1.2,1.0,0.7,0.1,0.06,0.001898859632286102,-0.01977516711195224,0.01845777206621782,7,11,-0.035580683651439696
100,0.9,1.0,0.7,0.25,0.06,0.0017664037788145195,-0.019623071671142918,0.018312597049904344,7,11,-0.03558558848634732
100,0.6,1.0,0.7,0.25,0.06,0.0017317349763155713,-0.01962822409432889,0.018289459010467617,7,11,-0.03561756423289867
100,0.9,1.0,0.7,0.1,0.06,0.0018577028827836844,-0.019781075979287046,0.018429705298433692,7,11,-0.03561836902939697
100,0.6,1.0,0.7,0.1,0.06,0.0018161003197849441,-0.019787258887110217,0.018401430128567445,7,11,-0.035656612544623045
